subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,77,does-it-lay-eggs:lion,nonvisual,Does it lay eggs?,lion,lion_2.wav,nomask,no,no,923.433648888,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,78,is-it-round:apple,visual,Is it round?,apple,apple_2.wav,nomask,yes,yes,1156.75737988,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,79,is-it-black:tiger,visual,Is it black?,tiger,tiger_1.wav,mask,no,no,748.440210707,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,80,does-it-have-four-legs:deer,visual,Does it have four legs?,deer,deer_2.wav,mask,yes,yes,748.43829032,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,81,does-it-have-legs:pineapple,visual,Does it have legs?,pineapple,pineapple_4.wav,nomask,no,no,773.443571758,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,82,is-it-a-fruit:mouse,nonvisual,Is it a fruit?,mouse,mouse_4.wav,nomask,no,no,1006.71544811,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,83,is-it-red:penguin,visual,Is it red?,penguin,penguin_1.wav,mask,no,no,765.067186207,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,84,is-it-yellow:banana,visual,Is it yellow?,banana,banana_1.wav,mask,yes,yes,932.335618883,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,85,does-it-have-pockets:apple,visual,Does it have pockets?,apple,apple_2.wav,mask,no,no,756.754819304,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,86,does-it-have-whiskers:toad,visual,Does it have whiskers?,toad,toad_4.wav,mask,no,no,1381.74569607,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,87,is-it-loud:deer,nonvisual,Is it loud?,deer,deer_1.wav,mask,no,no,1281.78186668,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,88,is-it-a-bird:pig,nonvisual,Is it a bird?,pig,pig_3.wav,mask,no,no,1273.38467538,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,89,does-it-have-ears:rabbit,visual,Does it have ears?,rabbit,rabbit_4.wav,nomask,yes,yes,765.115519986,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,90,does-it-like-mud:pig,nonvisual,Does it like mud?,pig,pig_2.wav,nomask,yes,yes,548.450773582,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,91,does-it-have-ears:jacket,visual,Does it have ears?,jacket,jacket_4.wav,nomask,no,no,940.09519415,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,92,is-it-small:donkey,visual,Is it small?,donkey,donkey_3.wav,mask,no,no,798.438930418,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,93,does-it-lay-eggs:swan,nonvisual,Does it lay eggs?,swan,swan_3.wav,mask,yes,yes,1215.09983577,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,94,does-it-drink-water:camel,nonvisual,Does it drink water?,camel,camel_4.wav,nomask,yes,yes,1006.73881453,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,95,is-it-a-container:banana,nonvisual,Is it a container?,banana,banana_4.wav,mask,no,no,823.4733399,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,96,does-it-have-wings:lion,visual,Does it have wings?,lion,lion_1.wav,mask,no,no,881.754979026,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,97,does-it-have-a-beak:raccoon,visual,Does it have a beak?,raccoon,raccoon_3.wav,mask,no,no,881.72617089,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,98,is-it-used-for-holding-things:bottle,nonvisual,Is it used for holding things?,bottle,bottle_3.wav,nomask,yes,yes,1065.09695482,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,99,does-it-have-sleeves:bike,visual,Does it have sleeves?,bike,bike_3.wav,nomask,no,no,798.422605731,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,100,does-it-lay-eggs:donkey,nonvisual,Does it lay eggs?,donkey,donkey_4.wav,nomask,no,no,982.198621146,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,101,is-it-loud:train,nonvisual,Is it loud?,train,train_4.wav,nomask,yes,yes,1015.10303654,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,102,does-it-have-whiskers:rabbit,visual,Does it have whiskers?,rabbit,rabbit_1.wav,nomask,yes,yes,823.45157396,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,103,does-it-have-a-tail:strawberry,visual,Does it have a tail?,strawberry,strawberry_4.wav,mask,no,no,1006.77530421,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,104,is-it-a-vegetable:jacket,nonvisual,Is it a vegetable?,jacket,jacket_1.wav,mask,no,no,881.770023145,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,105,does-it-spit:camel,nonvisual,Does it spit?,camel,camel_4.wav,mask,yes,yes,1190.10831788,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,106,is-it-made-of-wood:swan,visual,Is it made of wood?,swan,swan_1.wav,nomask,no,no,773.448052816,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,107,does-it-live-in-africa:zebra,nonvisual,Does it live in Africa?,zebra,zebra_3.wav,nomask,yes,yes,831.777705345,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,108,is-it-beige:camel,visual,Is it beige?,camel,camel_2.wav,nomask,yes,yes,781.72809165,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,109,is-it-furniture:donkey,nonvisual,Is it furniture?,donkey,donkey_2.wav,nomask,no,no,715.101115871,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,110,is-it-large:camel,visual,Is it large?,camel,camel_4.wav,nomask,yes,yes,748.851523735,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,111,does-it-have-scales:elephant,visual,Does it have scales?,elephant,elephant_4.wav,mask,no,no,690.078549553,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,112,does-it-have-wings:swan,visual,Does it have wings?,swan,swan_1.wav,mask,yes,yes,840.105116833,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,113,is-it-a-root:chair,nonvisual,Is it a root?,chair,chair_4.wav,nomask,no,no,806.758020073,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,114,does-it-have-a-tail:donkey,visual,Does it have a tail?,donkey,donkey_3.wav,mask,yes,yes,581.760740839,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,115,is-it-used-for-holding-things:carrot,nonvisual,Is it used for holding things?,carrot,carrot_4.wav,nomask,no,no,765.075188596,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,116,does-it-have-pockets:jacket,visual,Does it have pockets?,jacket,jacket_3.wav,nomask,yes,yes,565.080630127,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,117,is-it-furry:raccoon,nonvisual,Is it furry?,raccoon,raccoon_4.wav,mask,yes,yes,1756.7548193,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,118,does-it-grow-on-trees:apple,nonvisual,Does it grow on trees?,apple,apple_1.wav,mask,yes,yes,823.45189387,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,119,does-it-live-in-zoos:giraffe,nonvisual,Does it live in zoos?,giraffe,giraffe_1.wav,mask,yes,yes,698.306734208,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,120,is-it-grey:mouse,visual,Is it grey?,mouse,mouse_1.wav,nomask,yes,yes,665.087352041,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,121,does-it-have-a-snout:pig,visual,Does it have a snout?,pig,pig_1.wav,nomask,yes,yes,698.416524101,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,122,does-it-have-a-long-neck:swan,visual,Does it have a long neck?,swan,swan_4.wav,mask,yes,yes,1006.75033731,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,123,does-it-require-a-conductor:grasshopper,nonvisual,Does it require a conductor?,grasshopper,grasshopper_3.wav,mask,no,no,690.100955777,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,124,is-it-found-in-kitchens:table,nonvisual,Is it found in kitchens?,table,table_4.wav,nomask,yes,yes,723.436529748,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,125,does-it-have-teeth:bottle,visual,Does it have teeth?,bottle,bottle_1.wav,nomask,no,no,798.421965446,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,126,is-it-worn-for-the-rain:chicken,nonvisual,Is it worn for the rain?,chicken,chicken_3.wav,nomask,no,no,890.115359798,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,127,does-it-have-four-legs:strawberry,visual,Does it have four legs?,strawberry,strawberry_2.wav,mask,no,no,881.765221711,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,128,does-it-have-a-skin:table,visual,Does it have a skin?,table,table_3.wav,nomask,no,no,973.452854436,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,129,is-it-an-animal:elephant,nonvisual,Is it an animal?,elephant,elephant_4.wav,nomask,yes,yes,740.115039982,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,130,is-it-tall:giraffe,visual,Is it tall?,giraffe,giraffe_2.wav,nomask,yes,yes,940.118560567,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,131,does-it-have-stripes:zebra,visual,Does it have stripes?,zebra,zebra_2.wav,nomask,yes,yes,1315.12032123,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,132,does-it-live-in-africa:bike,nonvisual,Does it live in Africa?,bike,bike_3.wav,mask,no,no,815.095353872,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,133,is-it-used-for-sitting-on:tiger,nonvisual,Is it used for sitting on?,tiger,tiger_1.wav,nomask,no,no,956.755458843,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,134,does-it-bark:dog,nonvisual,Does it bark?,dog,dog_1.wav,nomask,yes,yes,556.73433328,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,2,test,135,does-it-have-jaws:alligator,visual,Does it have jaws?,alligator,alligator_3.wav,nomask,yes,yes,1015.50634718,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,137,does-it-taste-good:strawberry,nonvisual,Does it taste good?,strawberry,strawberry_3.wav,mask,yes,yes,815.114239231,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,138,is-it-found-at-tables:chair,nonvisual,Is it found at tables?,chair,chair_1.wav,mask,yes,yes,781.765541993,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,139,is-it-eaten-by-rabbits:zebra,nonvisual,Is it eaten by rabbits?,zebra,zebra_1.wav,nomask,no,no,790.109278169,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,140,does-it-live-on-farms:pig,nonvisual,Does it live on farms?,pig,pig_1.wav,nomask,yes,yes,623.449333478,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,141,is-it-used-for-relaxing:chair,nonvisual,Is it used for relaxing?,chair,chair_2.wav,mask,yes,yes,957.312412094,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,142,does-it-make-noises:donkey,nonvisual,Does it make noises?,donkey,donkey_4.wav,mask,yes,yes,1106.75769998,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,143,does-it-have-different-speeds:bike,nonvisual,Does it have different speeds?,bike,bike_2.wav,mask,yes,no,940.132644493,0
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,144,does-it-have-a-cork:camel,visual,Does it have a cork?,camel,camel_3.wav,nomask,no,no,1490.10607693,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,145,does-it-have-a-zipper:jacket,visual,Does it have a zipper?,jacket,jacket_1.wav,mask,yes,yes,565.579327289,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,146,is-it-small:toad,visual,Is it small?,toad,toad_4.wav,nomask,yes,yes,1156.76442161,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,147,is-it-an-amphibian:bottle,nonvisual,Is it an amphibian?,bottle,bottle_1.wav,mask,no,no,656.82331752,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,148,does-it-have-feet:rabbit,visual,Does it have feet?,rabbit,rabbit_3.wav,mask,yes,yes,948.428687174,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,149,does-it-have-different-speeds:banana,nonvisual,Does it have different speeds?,banana,banana_4.wav,nomask,no,no,973.520073108,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,150,is-it-eaten-as-bacon:dog,nonvisual,Is it eaten as bacon?,dog,dog_1.wav,nomask,no,no,1073.42852745,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,151,does-it-have-whiskers:tiger,visual,Does it have whiskers?,tiger,tiger_1.wav,nomask,yes,yes,915.107517503,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,152,is-it-worn-in-cold-temperatures:banana,nonvisual,Is it worn in cold temperatures?,banana,banana_1.wav,mask,no,no,740.108638071,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,153,does-it-eat-carrots:rabbit,nonvisual,Does it eat carrots?,rabbit,rabbit_1.wav,nomask,yes,yes,473.414123524,1
PV148,148,XL,2016_Apr_06_1101,LL-Jerry,3,test,154,is-it-used-for-protection:raccoon,nonvisual,Is it used for protection?,raccoon,raccoon_3.wav,nomask,no,no,1273.4823022,1
