subj_id	seed	initials	date	exp_name	room	block_ix	trial_ix	cue	cue_file	cue_mask	ftype	response	qtype	qid	question	exp_timer	response	rt	is_correct
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	75	apple	apple_1.wav	mask	visual	no	visual-no	1	Is it black?	424.139214027	no	1114.93723211	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	76	pig	pig_4.wav	nomask	visual	yes	visual-yes	5	Is it muddy?	428.029846025	yes	904.234561662	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	77	table	table_2.wav	mask	visual	no	visual-no	3	Does it have a tail?	432.286694452	no	1069.78684996	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	78	alligator	alligator_1.wav	nomask	visual	yes	visual-yes	3	Does it have scales?	436.593362168	yes	942.08654511	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	79	chair	chair_4.wav	mask	nonvisual	yes	nonvisual-yes	2	Is it furniture?	440.475207268	yes	714.76933395	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	80	bottle	bottle_1.wav	mask	visual	yes	visual-yes	5	Does it have a cork?	444.474251055	yes	741.382863314	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	81	donkey	donkey_2.wav	nomask	nonvisual	yes	nonvisual-yes	4	Is it furry?	448.772154685	no	1055.19803689	0
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	82	camel	camel_2.wav	mask	visual	yes	visual-yes	2	Is it brown?	452.871740795	yes	927.320556948	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	83	alligator	alligator_4.wav	mask	nonvisual	no	nonvisual-no	3	Is it used for freight?	457.186222467	no	998.760534509	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	84	giraffe	giraffe_4.wav	mask	nonvisual	no	nonvisual-no	4	Is it an insect?	461.284874035	no	862.851242069	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	85	chicken	chicken_1.wav	mask	visual	yes	visual-yes	4	Does it have legs?	465.449941943	yes	1048.68247855	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	86	table	table_1.wav	nomask	nonvisual	no	nonvisual-no	1	Is it an animal?	469.526225721	no	805.55561895	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	87	raccoon	raccoon_4.wav	mask	visual	yes	visual-yes	3	Does it have eyes?	473.65601905	yes	909.855499631	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	88	dog	dog_4.wav	nomask	visual	yes	visual-yes	2	Does it have legs?	477.620896932	yes	812.609546294	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	89	grasshopper	grasshopper_1.wav	mask	visual	yes	visual-yes	1	Is it green?	481.677542406	yes	753.188962233	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	90	rabbit	rabbit_2.wav	nomask	visual	no	visual-no	2	Is it made of metal?	485.742993408	no	926.793213759	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	91	pig	pig_1.wav	nomask	nonvisual	yes	nonvisual-yes	2	Does it live on farms?	489.634606713	yes	840.98570206	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	92	apple	apple_3.wav	mask	visual	yes	visual-yes	1	Is it red?	493.565292457	yes	745.827829873	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	93	chicken	chicken_3.wav	mask	nonvisual	yes	nonvisual-yes	1	Does it lay eggs?	497.680541076	yes	916.704496951	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	94	raccoon	raccoon_3.wav	mask	visual	yes	visual-yes	4	Does it have stripes?	501.71278809	no	783.423555782	0
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	95	apple	apple_2.wav	mask	visual	yes	visual-yes	5	Does it have a core?	506.144441073	yes	1158.284306	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	96	tiger	tiger_4.wav	nomask	visual	no	visual-no	4	Is it yellow inside?	510.943299777	no	1726.36518005	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	97	table	table_1.wav	mask	nonvisual	yes	nonvisual-yes	4	Is it furniture?	515.283155892	yes	1088.72139629	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	98	giraffe	giraffe_3.wav	mask	visual	yes	visual-yes	4	Is it brown?	520.123020372	no	1596.73001623	0
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	99	bottle	bottle_2.wav	nomask	nonvisual	yes	nonvisual-yes	5	Is it used for holding beer?	524.528184153	timeout	2000.0	0
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	100	tiger	tiger_4.wav	nomask	visual	yes	visual-yes	4	Does it have whiskers?	528.537131116	yes	891.111815756	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	101	bottle	bottle_1.wav	mask	nonvisual	no	nonvisual-no	5	Is it an amphibian?	532.643595119	no	871.168968035	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	102	giraffe	giraffe_3.wav	mask	visual	no	visual-no	4	Does it have antennae?	537.325253995	no	1394.13824072	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	103	mouse	mouse_4.wav	nomask	nonvisual	yes	nonvisual-yes	5	Does it eat cheese?	541.24128325	yes	690.682641347	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	104	bottle	bottle_3.wav	nomask	nonvisual	yes	nonvisual-yes	4	Is it breakable?	545.415137676	yes	976.596534194	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	105	raccoon	raccoon_3.wav	nomask	visual	no	visual-no	1	Does it have a mane?	549.971847785	no	1346.19716014	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	106	alligator	alligator_3.wav	mask	nonvisual	yes	nonvisual-yes	1	Is it an animal?	553.94544755	yes	698.895430949	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	107	camel	camel_1.wav	mask	visual	no	visual-no	3	Does it have whiskers?	557.860509945	no	795.403027791	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	108	dog	dog_3.wav	nomask	nonvisual	yes	nonvisual-yes	5	Does it chase cats?	561.959148206	yes	934.253579413	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	109	swan	swan_3.wav	mask	nonvisual	yes	nonvisual-yes	1	Is it graceful?	566.273623034	yes	864.118462487	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	110	bottle	bottle_4.wav	nomask	visual	yes	visual-yes	1	Is it made of glass?	570.064663979	yes	666.125636199	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	111	tiger	tiger_4.wav	nomask	nonvisual	yes	nonvisual-yes	4	Does it live in zoos?	573.913313836	yes	706.667563936	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	112	grasshopper	grasshopper_3.wav	nomask	visual	yes	visual-yes	2	Does it have legs?	577.953359978	yes	764.64945561	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	113	tiger	tiger_2.wav	mask	nonvisual	yes	nonvisual-yes	1	Is it a carnivore?	582.052022952	yes	770.334267872	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	114	camel	camel_4.wav	nomask	visual	yes	visual-yes	1	Does it have a hump?	585.7591441	yes	650.818997761	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	115	swan	swan_2.wav	nomask	visual	yes	visual-yes	2	Does it have a beak?	589.982755461	yes	784.269129799	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	116	strawberry	strawberry_4.wav	mask	nonvisual	yes	nonvisual-yes	4	Does it taste good?	593.947578594	yes	561.92726997	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	117	donkey	donkey_1.wav	nomask	nonvisual	yes	nonvisual-yes	3	Is it a mammal?	597.805027896	yes	560.889692861	1
MWPF101	101	PME	2014_Apr_08_1151	MWP-F1	LL-Jerry	1	118	pig	pig_3.wav	nomask	nonvisual	yes	nonvisual-yes	1	Is it an animal?	601.561902557	yes	632.634213951	1
