cue,ftype,qid,question,truth_coded,count,truth_mean,truth_std,truth_min,truth_max,imagery_mean,imagery_std,imagery_min,imagery_max,difficulty_mean,difficulty_std,difficulty_min,difficulty_max,facts_mean,facts_std,facts_min,facts_max,imagery_z,facts_z,difficulty_z,truth_normed,truth_agree
banana,visual,3,Does it have a peel?,yes,4.0,1.5,1.0,0.0,2.0,1.5,1.9148542155126762,0.0,4.0,-1.25,1.5,-2.0,1.0,0.75,1.5,0.0,3.0,0.11359945915959425,-0.4125979243062266,0.4889738466457779,yes,1.0
banana,visual,4,Does it have a skin?,yes,3.0,1.3333333333333333,0.5773502691896258,1.0,2.0,1.0,1.0,0.0,2.0,-1.0,1.0,-2.0,0.0,0.6666666666666666,0.5773502691896258,0.0,1.0,-0.6642627337645614,-0.5400488455659641,1.052373077074666,yes,1.0
banana,nonvisual,1,Is it fast?,no,7.0,-1.4285714285714286,0.7867957924694431,-2.0,0.0,1.4285714285714286,1.618347187425374,0.0,4.0,-1.0,1.2909944487358056,-2.0,1.0,0.42857142857142855,1.1338934190276817,0.0,3.0,0.0024762887418577923,-0.9041943348794997,1.052373077074666,no,1.0
banana,nonvisual,2,Is it worn in cold temperatures?,no,8.0,-1.5,1.4142135623730951,-2.0,2.0,1.375,1.5059406173077154,0.0,4.0,-1.875,0.3535533905932738,-2.0,-1.0,0.875,0.9910312089651149,0.0,2.0,-0.08086608907144464,-0.22142154241662038,-0.9195242294264424,no,1.0
banana,nonvisual,3,Does it have different speeds?,no,5.0,-1.8,0.44721359549995815,-2.0,-1.0,1.6,1.816590212458495,0.0,4.0,-1.4,1.3416407864998738,-2.0,1.0,0.6,1.3416407864998738,0.0,3.0,0.2691718977444255,-0.6420095825737541,0.15093430838844527,no,1.0
banana,nonvisual,4,Is it a container?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,1.4,1.1401754250991378,0.0,3.0,-1.6,0.8944271909999157,-2.0,0.0,0.2,0.4472135954999579,0.0,1.0,-0.041972979425237,-1.2537740046204942,-0.29978507595466564,no,1.0
banana,visual,1,Does it have feathers?,no,6.0,-2.0,0.0,-2.0,-2.0,1.3333333333333333,1.505545305418162,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.6666666666666666,1.632993161855452,0.0,4.0,-0.14568793848179104,-0.5400488455659641,-1.2012238446408865,no,1.0
banana,visual,2,Does it have a tail?,no,4.0,-1.25,1.5,-2.0,1.0,1.5,1.7320508075688772,0.0,3.0,-1.75,0.5,-2.0,-1.0,1.25,1.8929694486000912,0.0,4.0,0.11359945915959425,0.35210760325219825,-0.6378246142119983,no,1.0
banana,visual,3,Does it have a beak?,no,5.0,-2.0,0.0,-2.0,-2.0,2.0,1.224744871391589,1.0,4.0,-2.0,0.0,-2.0,-2.0,1.4,1.3416407864998738,0.0,3.0,0.8914616520837498,0.5815192615197255,-1.2012238446408865,no,1.0
banana,visual,4,Does it have hooves?,no,5.0,-2.0,0.0,-2.0,-2.0,1.2,0.44721359549995787,1.0,2.0,-2.0,0.0,-2.0,-2.0,1.2,1.3038404810405297,0.0,3.0,-0.35311785659489914,0.27563705049635573,-1.2012238446408865,no,1.0
bike,nonvisual,1,Is is used for riding?,yes,4.0,2.0,0.0,2.0,2.0,1.5,1.9148542155126762,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.11359945915959425,-1.559656215643864,-1.2012238446408865,yes,1.0
bike,nonvisual,2,Is it used for racing?,yes,6.0,1.0,1.2649110640673518,-1.0,2.0,1.3333333333333333,1.2110601416389968,0.0,3.0,-1.5,0.5477225575051661,-2.0,-1.0,1.0,1.6733200530681511,0.0,4.0,-0.14568793848179104,-0.030245160527014165,-0.07442538378311019,yes,1.0
bike,nonvisual,3,Does it have different speeds?,yes,10.0,1.1,0.7378647873726218,0.0,2.0,1.5,1.35400640077266,0.0,4.0,-1.5,0.5270462766947299,-2.0,-1.0,0.6,1.2649110640673518,0.0,4.0,0.11359945915959425,-0.6420095825737541,-0.07442538378311019,yes,1.0
bike,nonvisual,4,Is it fast?,yes,4.0,0.25,0.5,0.0,1.0,1.25,0.9574271077563381,0.0,2.0,-1.25,0.9574271077563381,-2.0,0.0,1.0,1.4142135623730951,0.0,3.0,-0.27533163730248356,-0.030245160527014165,0.4889738466457779,,
bike,visual,1,Does it have handle bars?,yes,6.0,1.6666666666666667,0.5163977794943221,1.0,2.0,1.8333333333333333,1.4719601443879744,0.0,4.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.5,0.8366600265340756,0.0,2.0,0.6321742544423645,-0.794950688085439,-0.8256243576882942,yes,1.0
bike,visual,2,Does it have a seat?,yes,6.0,1.8333333333333333,0.40824829046386274,1.0,2.0,1.5,1.9748417658131499,0.0,4.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.3333333333333333,0.816496580927726,0.0,2.0,0.11359945915959425,-1.049852530604914,-0.8256243576882942,yes,1.0
bike,visual,3,Does it have gears?,yes,4.0,0.75,0.9574271077563381,0.0,2.0,1.75,1.707825127659933,0.0,4.0,-1.5,0.5773502691896257,-2.0,-1.0,2.0,1.4142135623730951,1.0,4.0,0.502530555621672,1.4991658945898356,-0.07442538378311019,yes,1.0
bike,visual,4,Is it made of metal?,yes,4.0,1.0,1.4142135623730951,-1.0,2.0,1.25,1.2583057392117916,0.0,3.0,-1.5,0.5773502691896257,-2.0,-1.0,0.25,0.5,0.0,1.0,-0.27533163730248356,-1.1773034518646515,-0.07442538378311019,yes,1.0
bike,nonvisual,1,Does it live in Africa?,no,4.0,-1.25,0.9574271077563381,-2.0,0.0,0.5,1.0,0.0,2.0,-1.25,0.9574271077563381,-2.0,0.0,0.0,0.0,0.0,0.0,-1.4421249266887168,-1.559656215643864,0.4889738466457779,no,1.0
bike,nonvisual,2,Is it nocturnal?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,0.8,1.3038404810405297,0.0,3.0,-1.6,0.8944271909999157,-2.0,0.0,0.2,0.4472135954999579,0.0,1.0,-0.9754076109342235,-1.2537740046204942,-0.29978507595466564,no,1.0
bike,nonvisual,3,Is it a mammal?,no,5.0,-1.2,1.7888543819998317,-2.0,2.0,0.8,1.7888543819998317,0.0,4.0,-1.2,1.7888543819998317,-2.0,2.0,0.8,1.7888543819998317,0.0,4.0,-0.9754076109342235,-0.336127371550384,0.6016536927315557,no,1.0
bike,nonvisual,4,Is it found at tables?,no,4.0,-2.0,0.0,-2.0,-2.0,1.25,0.9574271077563381,0.0,2.0,-1.25,0.5,-2.0,-1.0,0.75,0.9574271077563381,0.0,2.0,-0.27533163730248356,-0.4125979243062266,0.4889738466457779,no,1.0
bike,visual,1,Does it have legs?,no,7.0,-2.0,0.0,-2.0,-2.0,1.0,1.4142135623730951,0.0,4.0,-1.8571428571428572,0.3779644730092273,-2.0,-1.0,0.2857142857142857,0.7559289460184545,0.0,2.0,-0.6642627337645614,-1.122681628467621,-0.8792814272529506,no,1.0
bike,visual,2,Is it made of plastic?,no,8.0,-1.125,0.9910312089651149,-2.0,0.0,1.625,1.1877349391654208,0.0,3.0,-0.75,0.8864052604279183,-2.0,1.0,1.5,1.1952286093343936,0.0,3.0,0.30806500739063314,0.7344603670314107,1.6157723075035542,no,1.0
bike,visual,3,Does it have feet?,no,7.0,-2.0,0.0,-2.0,-2.0,1.1428571428571428,1.4638501094227998,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.14285714285714285,0.37796447300922725,0.0,1.0,-0.4420163929290884,-1.3411689220557426,-1.2012238446408865,no,1.0
bike,visual,4,Does it have sleeves?,no,6.0,-2.0,0.0,-2.0,-2.0,1.0,1.2649110640673518,0.0,3.0,-1.8333333333333333,0.40824829046386274,-2.0,-1.0,0.3333333333333333,0.816496580927726,0.0,2.0,-0.6642627337645614,-1.049852530604914,-0.8256243576882942,no,1.0
bottle,nonvisual,1,Is it used for holding things?,yes,9.0,1.4444444444444444,1.0137937550497031,-1.0,2.0,2.6666666666666665,1.5,0.0,4.0,-1.2222222222222223,1.3017082793177757,-2.0,2.0,1.2222222222222223,1.3944333775567925,0.0,4.0,1.9286112426492903,0.30962396283228594,0.5515737611378764,yes,1.0
bottle,nonvisual,2,Is it used for holding liquids?,yes,5.0,1.4,0.8944271909999157,0.0,2.0,1.4,0.8944271909999157,1.0,3.0,-1.6,0.547722557505166,-2.0,-1.0,0.8,0.8366600265340756,0.0,2.0,-0.041972979425237,-0.336127371550384,-0.29978507595466564,yes,1.0
bottle,nonvisual,3,Is it a container?,yes,6.0,0.8333333333333334,1.3291601358251257,-1.0,2.0,2.0,1.4142135623730951,0.0,4.0,-0.8333333333333334,1.3291601358251257,-2.0,1.0,1.6666666666666667,0.8164965809277259,1.0,3.0,0.8914616520837498,0.9893622095508858,1.427972564027258,yes,1.0
bottle,nonvisual,4,Is it breakable?,yes,4.0,0.75,0.5,0.0,1.0,2.0,1.4142135623730951,0.0,3.0,-1.0,0.816496580927726,-2.0,0.0,1.0,0.816496580927726,0.0,2.0,0.8914616520837498,-0.030245160527014165,1.052373077074666,yes,1.0
bottle,nonvisual,5,Is it used for holding beer?,yes,4.0,1.25,0.9574271077563381,0.0,2.0,2.0,1.4142135623730951,0.0,3.0,-1.25,0.9574271077563381,-2.0,0.0,1.0,1.4142135623730951,0.0,3.0,0.8914616520837498,-0.030245160527014165,0.4889738466457779,yes,1.0
bottle,visual,1,Is it made of glass?,yes,4.0,1.0,0.816496580927726,0.0,2.0,2.0,0.816496580927726,1.0,3.0,-1.5,0.5773502691896257,-2.0,-1.0,1.25,0.9574271077563381,0.0,2.0,0.8914616520837498,0.35210760325219825,-0.07442538378311019,yes,1.0
bottle,visual,2,Is it made of plastic?,yes,5.0,0.6,0.5477225575051661,0.0,1.0,2.4,1.3416407864998738,1.0,4.0,-1.2,0.8366600265340756,-2.0,0.0,0.8,0.8366600265340756,0.0,2.0,1.5137514064230742,-0.336127371550384,0.6016536927315557,yes,1.0
bottle,visual,3,Does it have a lid?,yes,4.0,0.0,1.8257418583505538,-2.0,2.0,2.5,0.5773502691896257,2.0,3.0,-1.5,1.0,-2.0,0.0,0.25,0.5,0.0,1.0,1.6693238450079053,-1.1773034518646515,-0.07442538378311019,,
bottle,visual,4,Does it have a neck?,yes,5.0,1.4,0.8944271909999157,0.0,2.0,2.2,1.0954451150103324,1.0,3.0,-1.4,0.547722557505166,-2.0,-1.0,1.4,0.8944271909999157,1.0,3.0,1.2026065292534123,0.5815192615197255,0.15093430838844527,yes,1.0
bottle,visual,5,Does it have a cork?,yes,7.0,-0.42857142857142855,0.7867957924694432,-2.0,0.0,1.2857142857142858,1.3801311186847085,0.0,4.0,-1.7142857142857142,0.7559289460184543,-2.0,0.0,0.2857142857142857,0.4879500364742666,0.0,1.0,-0.21977005209361514,-1.122681628467621,-0.5573390098650141,no,0.0
bottle,nonvisual,1,Is it an animal?,no,7.0,-1.5714285714285714,1.1338934190276817,-2.0,1.0,0.5714285714285714,0.7867957924694432,0.0,2.0,-1.5714285714285714,0.7867957924694432,-2.0,0.0,0.7142857142857143,1.2535663410560174,0.0,3.0,-1.3310017562709804,-0.4672197477032569,-0.23539659247707814,no,1.0
bottle,nonvisual,2,Is it juicy?,no,4.0,-2.0,0.0,-2.0,-2.0,1.25,1.2583057392117916,0.0,3.0,-1.75,0.5,-2.0,-1.0,0.25,0.5,0.0,1.0,-0.27533163730248356,-1.1773034518646515,-0.6378246142119983,no,1.0
bottle,nonvisual,3,Is it a carnivore?,no,5.0,-2.0,0.0,-2.0,-2.0,1.0,1.7320508075688772,0.0,4.0,-2.0,0.0,-2.0,-2.0,0.8,1.7888543819998317,0.0,4.0,-0.6642627337645614,-0.336127371550384,-1.2012238446408865,no,1.0
bottle,nonvisual,4,Does it fly?,no,5.0,-2.0,0.0,-2.0,-2.0,0.4,0.5477225575051661,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.8,1.3038404810405297,0.0,3.0,-1.5976973652735478,-0.336127371550384,-1.2012238446408865,no,1.0
bottle,nonvisual,5,Is it an amphibian?,no,5.0,-2.0,0.0,-2.0,-2.0,0.4,0.8944271909999159,0.0,2.0,-1.8,0.44721359549995815,-2.0,-1.0,1.2,1.7888543819998317,0.0,4.0,-1.5976973652735478,0.27563705049635573,-0.7505044602977761,no,1.0
bottle,visual,1,Does it have feet?,no,5.0,-0.6,0.8944271909999159,-2.0,0.0,0.4,0.5477225575051661,0.0,1.0,-1.2,0.8366600265340756,-2.0,0.0,0.4,0.8944271909999159,0.0,2.0,-1.5976973652735478,-0.9478917935971239,0.6016536927315557,no,1.0
bottle,visual,2,Does it have seeds?,no,7.0,-2.0,0.0,-2.0,-2.0,1.4285714285714286,1.1338934190276817,0.0,3.0,-2.0,0.0,-2.0,-2.0,0.8571428571428571,1.5735915849388864,0.0,4.0,0.0024762887418577923,-0.24873245411513564,-1.2012238446408865,no,1.0
bottle,visual,3,Does it have armrests?,no,5.0,-1.6,0.8944271909999157,-2.0,0.0,2.0,1.8708286933869707,0.0,4.0,-0.8,1.6431676725154984,-2.0,1.0,1.8,1.7888543819998317,0.0,4.0,0.8914616520837498,1.1932836835664657,1.5030924614177765,no,1.0
bottle,visual,4,Does it have eyes?,no,6.0,-1.6666666666666667,0.8164965809277259,-2.0,0.0,1.5,1.224744871391589,0.0,3.0,-1.0,0.8944271909999159,-2.0,0.0,1.1666666666666667,1.1690451944500122,0.0,3.0,0.11359945915959425,0.22465668199246092,1.052373077074666,no,1.0
bottle,visual,5,Does it have teeth?,no,3.0,-2.0,0.0,-2.0,-2.0,1.0,1.0,0.0,2.0,-2.0,0.0,-2.0,-2.0,1.6666666666666667,2.0816659994661326,0.0,4.0,-0.6642627337645614,0.9893622095508858,-1.2012238446408865,no,1.0
