block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
0,66,chicken,chicken_1.wav,nomask,visual,yes,visual-yes,2,Does it have wings?
0,67,pineapple,pineapple_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Is it prickly?
0,68,pig,pig_3.wav,mask,nonvisual,no,nonvisual-no,1,Is it tropical?
0,69,chicken,chicken_3.wav,mask,visual,yes,visual-yes,4,Does it have legs?
1,70,camel,camel_1.wav,nomask,visual,yes,visual-yes,4,Is it large?
1,71,donkey,donkey_2.wav,nomask,visual,yes,visual-yes,4,Does it have hooves?
1,72,dog,dog_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it bark?
1,73,giraffe,giraffe_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live in Africa?
1,74,bottle,bottle_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it used for holding liquids?
1,75,mouse,mouse_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it eat?
1,76,dog,dog_2.wav,mask,visual,no,visual-no,1,Does it have antlers?
1,77,lion,lion_1.wav,mask,visual,no,visual-no,1,Is it grey?
1,78,swan,swan_3.wav,mask,visual,yes,visual-yes,1,Does it have a long neck?
1,79,penguin,penguin_4.wav,mask,nonvisual,no,nonvisual-no,2,Is it breakable?
1,80,bottle,bottle_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it breakable?
1,81,tiger,tiger_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
1,82,donkey,donkey_4.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it furry?
1,83,pig,pig_3.wav,nomask,visual,no,visual-no,2,Does it have wings?
1,84,grasshopper,grasshopper_1.wav,mask,visual,yes,visual-yes,1,Is it green?
1,85,chicken,chicken_1.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it live in a coop?
1,86,penguin,penguin_3.wav,nomask,nonvisual,no,nonvisual-no,1,Is it like a horse?
1,87,pineapple,pineapple_2.wav,mask,visual,yes,visual-yes,4,Is it yellow inside?
1,88,grasshopper,grasshopper_4.wav,nomask,nonvisual,no,nonvisual-no,3,Does it taste good?
1,89,chicken,chicken_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it eat grain?
1,90,strawberry,strawberry_3.wav,nomask,visual,yes,visual-yes,3,Does it have green leaves?
1,91,pig,pig_2.wav,mask,visual,yes,visual-yes,5,Is it muddy?
1,92,penguin,penguin_2.wav,mask,visual,yes,visual-yes,3,Does it have feet?
1,93,dog,dog_4.wav,nomask,visual,yes,visual-yes,2,Does it have legs?
1,94,strawberry,strawberry_3.wav,nomask,visual,no,visual-no,1,Does it have four legs?
1,95,mouse,mouse_2.wav,mask,visual,yes,visual-yes,4,Does it have whiskers?
1,96,pig,pig_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on farms?
1,97,deer,deer_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Is it timid?
1,98,grasshopper,grasshopper_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an insect?
1,99,tiger,tiger_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it live in zoos?
1,100,deer,deer_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it hunted by people?
1,101,chicken,chicken_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it lay eggs?
1,102,raccoon,raccoon_4.wav,nomask,visual,yes,visual-yes,3,Does it have eyes?
1,103,pineapple,pineapple_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it tropical?
1,104,camel,camel_4.wav,nomask,visual,yes,visual-yes,1,Does it have a hump?
1,105,lion,lion_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
1,106,penguin,penguin_2.wav,mask,visual,yes,visual-yes,2,Does it have a beak?
1,107,bottle,bottle_3.wav,mask,nonvisual,yes,nonvisual-yes,5,Is it used for holding beer?
1,108,pig,pig_1.wav,nomask,visual,yes,visual-yes,3,Does it have a snout?
1,109,tiger,tiger_2.wav,mask,visual,no,visual-no,4,Is it yellow inside?
1,110,pineapple,pineapple_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it grow on trees?
1,111,mouse,mouse_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it used in experiments?
1,112,giraffe,giraffe_1.wav,mask,visual,yes,visual-yes,1,Does it have spots?
1,113,dog,dog_3.wav,mask,visual,yes,visual-yes,3,Does it have a tail?
1,114,raccoon,raccoon_1.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it nocturnal?
1,115,table,table_3.wav,mask,visual,no,visual-no,2,Does it have a nose?
1,116,pineapple,pineapple_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it grow in Hawaii?
1,117,giraffe,giraffe_4.wav,mask,visual,no,visual-no,4,Does it have antennae?
1,118,table,table_3.wav,nomask,visual,yes,visual-yes,2,Is it round?
1,119,swan,swan_1.wav,nomask,nonvisual,no,nonvisual-no,4,Does it travel in herds?
1,120,donkey,donkey_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it make noises?
1,121,tiger,tiger_2.wav,nomask,visual,yes,visual-yes,5,Does it have large teeth?
1,122,bottle,bottle_2.wav,mask,visual,yes,visual-yes,4,Does it have a neck?
1,123,camel,camel_3.wav,mask,visual,yes,visual-yes,3,Does it have legs?
1,124,swan,swan_3.wav,nomask,visual,yes,visual-yes,2,Does it have a beak?
1,125,mouse,mouse_2.wav,nomask,visual,yes,visual-yes,1,Does it have a tail?
1,126,table,table_2.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it furniture?
1,127,lion,lion_2.wav,nomask,visual,yes,visual-yes,3,Does it have a tail?
1,128,raccoon,raccoon_4.wav,mask,visual,yes,visual-yes,4,Does it have stripes?
1,129,grasshopper,grasshopper_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it found in summer?
1,130,donkey,donkey_1.wav,mask,visual,no,visual-no,2,Does it have a pointed end?
1,131,grasshopper,grasshopper_1.wav,mask,visual,yes,visual-yes,4,Does it have antennae?
1,132,deer,deer_2.wav,mask,visual,yes,visual-yes,5,Does it have a white tail?
1,133,tiger,tiger_3.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it live in India?
1,134,lion,lion_2.wav,mask,visual,yes,visual-yes,4,Does it have teeth?
1,135,raccoon,raccoon_3.wav,mask,visual,yes,visual-yes,2,Does it have a tail?
1,136,chicken,chicken_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it eaten by frying?
1,137,strawberry,strawberry_1.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it used for making jam?
1,138,pineapple,pineapple_4.wav,nomask,visual,yes,visual-yes,3,Does it have skin?
1,139,strawberry,strawberry_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it taste good?
2,140,penguin,penguin_4.wav,mask,visual,yes,visual-yes,1,Is it black?
2,141,mouse,mouse_3.wav,nomask,visual,yes,visual-yes,3,Does it have fur?
2,142,table,table_2.wav,mask,nonvisual,no,nonvisual-no,4,Does it grow in Hawaii?
2,143,giraffe,giraffe_2.wav,nomask,visual,yes,visual-yes,2,Is it tall?
2,144,penguin,penguin_3.wav,nomask,visual,no,visual-no,3,Does it have four legs?
2,145,pineapple,pineapple_3.wav,mask,nonvisual,no,nonvisual-no,2,Is it clothing?
2,146,strawberry,strawberry_4.wav,nomask,nonvisual,no,nonvisual-no,3,Is it furniture?
2,147,lion,lion_4.wav,mask,visual,yes,visual-yes,1,Does it have a mane?
2,148,tiger,tiger_1.wav,mask,visual,yes,visual-yes,2,Does it have teeth?
2,149,raccoon,raccoon_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it eat garbage?
2,150,tiger,tiger_1.wav,nomask,visual,yes,visual-yes,4,Does it have whiskers?
2,151,deer,deer_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
2,152,giraffe,giraffe_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in zoos?
2,153,grasshopper,grasshopper_2.wav,nomask,visual,yes,visual-yes,3,Does it have long legs?
2,154,swan,swan_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live on water?
2,155,penguin,penguin_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in the Arctic?
2,156,donkey,donkey_3.wav,nomask,visual,yes,visual-yes,1,Does it have legs?
2,157,dog,dog_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it chase cats?
2,158,tiger,tiger_4.wav,mask,visual,yes,visual-yes,1,Does it have stripes?
2,159,bottle,bottle_4.wav,mask,nonvisual,no,nonvisual-no,3,Is it a carnivore?
2,160,lion,lion_4.wav,mask,nonvisual,no,nonvisual-no,3,Does it waddle?
2,161,mouse,mouse_4.wav,nomask,visual,yes,visual-yes,2,Is it grey?
2,162,table,table_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it found in kitchens?
2,163,strawberry,strawberry_2.wav,mask,visual,yes,visual-yes,4,Is it small?
2,164,tiger,tiger_4.wav,mask,visual,no,visual-no,5,Does it have warts?
2,165,donkey,donkey_4.wav,nomask,nonvisual,no,nonvisual-no,3,Is it furniture?
2,166,strawberry,strawberry_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it taste sweet?
2,167,dog,dog_4.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it used for protection?
2,168,penguin,penguin_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it waddle?
2,169,chicken,chicken_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on a farm?
2,170,pig,pig_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it smelly?
2,171,lion,lion_4.wav,nomask,nonvisual,no,nonvisual-no,2,Does it eat cheese?
2,172,swan,swan_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it a bird?
2,173,pineapple,pineapple_3.wav,nomask,nonvisual,no,nonvisual-no,1,Is it an animal?
2,174,camel,camel_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it live in the desert?
2,175,pig,pig_1.wav,mask,visual,no,visual-no,1,Is it made of glass?
2,176,lion,lion_3.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it roar?
2,177,dog,dog_1.wav,mask,visual,yes,visual-yes,4,Does it have hair?
2,178,table,table_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it found in dining rooms?
2,179,lion,lion_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it live in jungles?
2,180,pineapple,pineapple_1.wav,nomask,visual,yes,visual-yes,5,Does it have a core?
2,181,pig,pig_3.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it like mud?
2,182,donkey,donkey_2.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
2,183,raccoon,raccoon_2.wav,nomask,visual,yes,visual-yes,5,Does it have a mask?
2,184,pineapple,pineapple_2.wav,mask,visual,no,visual-no,3,Does it have whiskers?
2,185,grasshopper,grasshopper_3.wav,mask,nonvisual,no,nonvisual-no,2,Is it hunted by people?
2,186,deer,deer_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it fast?
2,187,pineapple,pineapple_1.wav,mask,nonvisual,no,nonvisual-no,4,Is it used for racing?
2,188,chicken,chicken_2.wav,mask,nonvisual,no,nonvisual-no,1,Is it used for holding liquids?
2,189,penguin,penguin_2.wav,nomask,visual,yes,visual-yes,4,Does it have wings?
2,190,deer,deer_4.wav,mask,nonvisual,no,nonvisual-no,1,Does it live in zoos?
2,191,raccoon,raccoon_1.wav,nomask,visual,no,visual-no,4,Does it have a long neck?
2,192,chicken,chicken_1.wav,nomask,visual,no,visual-no,3,Does it have hooves?
2,193,strawberry,strawberry_3.wav,nomask,visual,no,visual-no,3,Does it have a mane?
2,194,deer,deer_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it an herbivore?
2,195,mouse,mouse_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a rodent?
2,196,donkey,donkey_1.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
2,197,bottle,bottle_4.wav,mask,visual,yes,visual-yes,3,Does it have a lid?
2,198,pig,pig_3.wav,mask,visual,yes,visual-yes,4,Does it have legs?
2,199,camel,camel_3.wav,mask,visual,yes,visual-yes,2,Is it brown?
2,200,bottle,bottle_2.wav,nomask,visual,yes,visual-yes,2,Is it made of plastic?
2,201,camel,camel_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it used by riding?
2,202,raccoon,raccoon_2.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it furry?
2,203,swan,swan_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
2,204,giraffe,giraffe_4.wav,nomask,nonvisual,no,nonvisual-no,2,Is it hunted by people?
2,205,grasshopper,grasshopper_4.wav,nomask,visual,no,visual-no,3,Does it have an engine?
2,206,dog,dog_3.wav,nomask,visual,yes,visual-yes,1,Does it have four legs?
2,207,giraffe,giraffe_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it a mammal?
