block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
0,7,tiger,tiger_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in Africa?
0,8,pineapple,pineapple_3.wav,nomask,visual,yes,visual-yes,1,Is it yellow?
0,9,dog,dog_4.wav,nomask,visual,yes,visual-yes,5,Does it have a nose?
0,10,alligator,alligator_4.wav,mask,nonvisual,no,nonvisual-no,1,Is it a mammal?
0,11,penguin,penguin_2.wav,nomask,visual,yes,visual-yes,3,Does it have feet?
0,12,alligator,alligator_1.wav,nomask,visual,yes,visual-yes,2,Is it long?
0,13,camel,camel_3.wav,mask,nonvisual,no,nonvisual-no,4,Does it live on a farm?
0,14,rabbit,rabbit_1.wav,mask,visual,no,visual-no,1,Does it have spots?
0,15,apple,apple_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Is it used for cider?
0,16,strawberry,strawberry_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it taste sweet?
0,17,elephant,elephant_4.wav,mask,visual,yes,visual-yes,1,Is it grey?
0,18,pineapple,pineapple_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it grow in Hawaii?
0,19,chair,chair_4.wav,nomask,visual,yes,visual-yes,4,Does it have a seat?
0,20,swan,swan_2.wav,mask,visual,yes,visual-yes,3,Does it have feathers?
0,21,zebra,zebra_2.wav,nomask,visual,yes,visual-yes,4,Does it have a mane?
0,22,chair,chair_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it used for sitting on?
0,23,dog,dog_1.wav,nomask,visual,yes,visual-yes,1,Does it have four legs?
0,24,swan,swan_2.wav,nomask,nonvisual,no,nonvisual-no,3,Is it found in dining rooms?
0,25,table,table_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it found in kitchens?
0,26,camel,camel_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it spit?
0,27,elephant,elephant_4.wav,nomask,visual,yes,visual-yes,5,Does it have large ears?
0,28,apple,apple_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it nutritious?
0,29,pig,pig_1.wav,mask,visual,yes,visual-yes,2,Does it have a tail?
0,30,apple,apple_3.wav,mask,nonvisual,no,nonvisual-no,3,Is it fast?
0,31,table,table_3.wav,mask,visual,yes,visual-yes,2,Is it round?
0,32,giraffe,giraffe_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it a mammal?
0,33,tiger,tiger_1.wav,nomask,visual,no,visual-no,4,Is it yellow inside?
0,34,rabbit,rabbit_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it edible?
0,35,zebra,zebra_4.wav,nomask,nonvisual,no,nonvisual-no,2,Is it used for eating on?
0,36,donkey,donkey_4.wav,mask,visual,yes,visual-yes,3,Does it have a tail?
0,37,pig,pig_4.wav,mask,visual,yes,visual-yes,3,Does it have a snout?
0,38,donkey,donkey_3.wav,mask,visual,yes,visual-yes,1,Does it have legs?
0,39,elephant,elephant_4.wav,nomask,nonvisual,no,nonvisual-no,5,Does it lay eggs?
0,40,alligator,alligator_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in swamps?
0,41,penguin,penguin_4.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
0,42,pig,pig_1.wav,mask,visual,yes,visual-yes,4,Does it have legs?
0,43,chair,chair_2.wav,nomask,visual,no,visual-no,5,Does it have a tail?
0,44,strawberry,strawberry_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it taste good?
0,45,swan,swan_1.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live on water?
0,46,giraffe,giraffe_3.wav,mask,visual,yes,visual-yes,4,Is it brown?
0,47,pig,pig_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it like mud?
0,48,penguin,penguin_3.wav,nomask,visual,yes,visual-yes,2,Does it have a beak?
0,49,tiger,tiger_4.wav,nomask,visual,yes,visual-yes,5,Does it have large teeth?
0,50,pineapple,pineapple_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it grow on trees?
0,51,giraffe,giraffe_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it eat leaves?
0,52,donkey,donkey_1.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
0,53,strawberry,strawberry_3.wav,mask,visual,no,visual-no,1,Does it have four legs?
0,54,tiger,tiger_2.wav,nomask,visual,yes,visual-yes,1,Does it have stripes?
0,55,table,table_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it furniture?
0,56,elephant,elephant_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,57,alligator,alligator_2.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it live in water?
0,58,elephant,elephant_3.wav,mask,visual,no,visual-no,5,Does it have hooves?
0,59,apple,apple_1.wav,nomask,visual,yes,visual-yes,1,Is it red?
0,60,camel,camel_3.wav,mask,visual,yes,visual-yes,1,Does it have a hump?
0,61,dog,dog_4.wav,nomask,nonvisual,no,nonvisual-no,2,Is it eaten in pies?
0,62,donkey,donkey_2.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it make noises?
0,63,rabbit,rabbit_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it hunted by people?
1,64,pineapple,pineapple_3.wav,nomask,visual,no,visual-no,5,Does it have a tail?
1,65,camel,camel_4.wav,mask,visual,yes,visual-yes,3,Does it have legs?
1,66,zebra,zebra_2.wav,nomask,visual,no,visual-no,1,Is it red?
1,67,table,table_3.wav,nomask,visual,yes,visual-yes,4,Is it flat?
1,68,giraffe,giraffe_1.wav,mask,visual,yes,visual-yes,2,Is it tall?
1,69,chair,chair_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it comfortable?
1,70,pig,pig_3.wav,mask,visual,yes,visual-yes,1,Is it pink?
1,71,rabbit,rabbit_3.wav,mask,nonvisual,no,nonvisual-no,3,Does it roar?
1,72,dog,dog_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
1,73,donkey,donkey_3.wav,nomask,nonvisual,no,nonvisual-no,3,Is it furniture?
1,74,tiger,tiger_2.wav,mask,visual,no,visual-no,5,Does it have warts?
1,75,camel,camel_4.wav,nomask,visual,yes,visual-yes,2,Is it brown?
1,76,chair,chair_3.wav,mask,visual,yes,visual-yes,3,Does it have armrests?
1,77,elephant,elephant_1.wav,nomask,visual,yes,visual-yes,3,Does it have four legs?
1,78,giraffe,giraffe_3.wav,nomask,visual,yes,visual-yes,3,Does it have long legs?
1,79,dog,dog_3.wav,nomask,visual,yes,visual-yes,2,Does it have legs?
1,80,chair,chair_1.wav,nomask,nonvisual,no,nonvisual-no,5,Is it an animal?
1,81,alligator,alligator_3.wav,mask,visual,no,visual-no,3,Is it round?
1,82,camel,camel_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it live in the desert?
1,83,pig,pig_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it eaten as bacon?
1,84,alligator,alligator_2.wav,mask,visual,yes,visual-yes,5,Does it have jaws?
1,85,rabbit,rabbit_2.wav,nomask,visual,yes,visual-yes,2,Does it have feet?
1,86,tiger,tiger_2.wav,nomask,visual,yes,visual-yes,4,Does it have whiskers?
1,87,donkey,donkey_4.wav,mask,visual,yes,visual-yes,4,Does it have hooves?
1,88,chair,chair_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used for relaxing?
1,89,pineapple,pineapple_1.wav,nomask,visual,no,visual-no,3,Does it have whiskers?
1,90,rabbit,rabbit_1.wav,nomask,visual,yes,visual-yes,3,Does it have whiskers?
1,91,pineapple,pineapple_1.wav,nomask,visual,yes,visual-yes,3,Does it have skin?
1,92,penguin,penguin_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a bird?
1,93,apple,apple_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
1,94,swan,swan_1.wav,mask,visual,yes,visual-yes,2,Does it have a beak?
1,95,table,table_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it used for eating on?
1,96,alligator,alligator_1.wav,mask,visual,yes,visual-yes,3,Does it have scales?
1,97,strawberry,strawberry_2.wav,mask,visual,yes,visual-yes,3,Does it have green leaves?
1,98,pig,pig_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live on farms?
1,99,alligator,alligator_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
1,100,giraffe,giraffe_1.wav,mask,visual,yes,visual-yes,1,Does it have spots?
1,101,rabbit,rabbit_1.wav,nomask,visual,yes,visual-yes,1,Does it have ears?
1,102,dog,dog_3.wav,nomask,visual,no,visual-no,2,Is it pink?
1,103,camel,camel_4.wav,mask,visual,yes,visual-yes,4,Is it large?
1,104,donkey,donkey_3.wav,nomask,visual,no,visual-no,1,Is it round?
1,105,penguin,penguin_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live in the Arctic?
1,106,apple,apple_4.wav,mask,visual,yes,visual-yes,5,Does it have a core?
1,107,zebra,zebra_3.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
1,108,pig,pig_3.wav,mask,visual,yes,visual-yes,5,Is it muddy?
1,109,tiger,tiger_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
1,110,zebra,zebra_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it travel in herds?
1,111,apple,apple_2.wav,nomask,visual,yes,visual-yes,2,Is it green?
1,112,tiger,tiger_3.wav,nomask,visual,yes,visual-yes,3,Is it orange?
1,113,donkey,donkey_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
1,114,elephant,elephant_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in Africa?
1,115,donkey,donkey_3.wav,nomask,nonvisual,no,nonvisual-no,1,Does it lay eggs?
1,116,elephant,elephant_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in zoos?
1,117,giraffe,giraffe_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live in Africa?
1,118,alligator,alligator_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it eat people?
1,119,swan,swan_2.wav,nomask,visual,no,visual-no,4,Is it made of wood?
1,120,chair,chair_1.wav,mask,visual,yes,visual-yes,2,Is it made of wood?
1,121,strawberry,strawberry_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
1,122,rabbit,rabbit_3.wav,nomask,nonvisual,no,nonvisual-no,5,Is it a fruit?
1,123,zebra,zebra_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
1,124,strawberry,strawberry_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it used for making jam?
1,125,penguin,penguin_1.wav,nomask,nonvisual,no,nonvisual-no,5,Does it eat grain?
1,126,table,table_1.wav,mask,nonvisual,no,nonvisual-no,3,Is it healthy?
1,127,swan,swan_4.wav,nomask,visual,yes,visual-yes,1,Does it have a long neck?
1,128,tiger,tiger_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a carnivore?
2,129,pineapple,pineapple_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it tropical?
2,130,elephant,elephant_2.wav,nomask,visual,yes,visual-yes,4,Does it have a tail?
2,131,strawberry,strawberry_1.wav,mask,visual,yes,visual-yes,1,Is it red?
2,132,camel,camel_1.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it used by riding?
2,133,pineapple,pineapple_1.wav,nomask,visual,yes,visual-yes,2,Does it have an inside?
2,134,alligator,alligator_3.wav,mask,visual,no,visual-no,2,Is it grey?
2,135,swan,swan_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it a bird?
2,136,chair,chair_3.wav,nomask,nonvisual,no,nonvisual-no,1,Is it a fruit?
2,137,elephant,elephant_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it eat peanuts?
2,138,strawberry,strawberry_3.wav,mask,nonvisual,no,nonvisual-no,3,Is it furniture?
2,139,tiger,tiger_1.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it live in India?
2,140,penguin,penguin_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it unable to fly?
2,141,rabbit,rabbit_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it eat carrots?
2,142,chair,chair_2.wav,nomask,nonvisual,no,nonvisual-no,3,Is it a root?
2,143,swan,swan_4.wav,mask,visual,yes,visual-yes,4,Does it have wings?
2,144,pig,pig_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it smelly?
2,145,tiger,tiger_4.wav,mask,visual,yes,visual-yes,2,Does it have teeth?
2,146,table,table_2.wav,mask,visual,yes,visual-yes,3,Does it have legs?
2,147,zebra,zebra_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it run fast?
2,148,pineapple,pineapple_2.wav,mask,visual,no,visual-no,2,Does it have a seat?
2,149,dog,dog_4.wav,mask,visual,yes,visual-yes,4,Does it have hair?
2,150,tiger,tiger_1.wav,nomask,nonvisual,no,nonvisual-no,4,Is it worn in winter?
2,151,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,3,Does it have hooves?
2,152,alligator,alligator_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it a reptile?
2,153,tiger,tiger_4.wav,mask,nonvisual,no,nonvisual-no,2,Does it taste sweet?
2,154,penguin,penguin_3.wav,nomask,visual,yes,visual-yes,4,Does it have wings?
2,155,chair,chair_1.wav,nomask,visual,yes,visual-yes,5,Does it have a cushion?
2,156,dog,dog_2.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used for protection?
2,157,penguin,penguin_4.wav,mask,visual,no,visual-no,3,Does it have four legs?
2,158,zebra,zebra_3.wav,mask,visual,yes,visual-yes,1,Does it have stripes?
2,159,apple,apple_4.wav,mask,visual,no,visual-no,1,Is it black?
2,160,giraffe,giraffe_2.wav,nomask,visual,no,visual-no,4,Does it have antennae?
2,161,alligator,alligator_2.wav,mask,visual,yes,visual-yes,4,Does it have a tail?
2,162,donkey,donkey_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
2,163,table,table_4.wav,mask,visual,yes,visual-yes,1,Is it made of wood?
2,164,pig,pig_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
2,165,pineapple,pineapple_2.wav,nomask,visual,yes,visual-yes,5,Does it have a core?
2,166,apple,apple_2.wav,mask,visual,yes,visual-yes,4,Is it round?
2,167,pineapple,pineapple_2.wav,mask,visual,no,visual-no,1,Does it have legs?
2,168,camel,camel_2.wav,nomask,visual,no,visual-no,1,Does it have stripes?
2,169,elephant,elephant_2.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used in circuses?
2,170,table,table_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it found in dining rooms?
2,171,alligator,alligator_1.wav,mask,visual,yes,visual-yes,1,Is it green?
2,172,donkey,donkey_4.wav,mask,nonvisual,no,nonvisual-no,4,Does it chase cats?
2,173,penguin,penguin_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it waddle?
2,174,giraffe,giraffe_2.wav,mask,nonvisual,no,nonvisual-no,2,Is it hunted by people?
2,175,camel,camel_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it drink water?
2,176,rabbit,rabbit_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it hop?
2,177,elephant,elephant_1.wav,nomask,visual,no,visual-no,1,Is it made of wood?
2,178,table,table_4.wav,mask,nonvisual,no,nonvisual-no,2,Is it a mammal?
2,179,swan,swan_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it graceful?
2,180,strawberry,strawberry_2.wav,mask,nonvisual,no,nonvisual-no,1,Is is used for riding?
2,181,donkey,donkey_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it furry?
2,182,camel,camel_1.wav,mask,visual,yes,visual-yes,5,Is it beige?
2,183,rabbit,rabbit_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it a pet?
2,184,strawberry,strawberry_1.wav,nomask,visual,yes,visual-yes,2,Does it have seeds?
2,185,donkey,donkey_1.wav,nomask,visual,no,visual-no,4,Is it small?
2,186,dog,dog_1.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it chase cats?
2,187,apple,apple_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it grow on trees?
2,188,penguin,penguin_2.wav,mask,visual,no,visual-no,4,Is it long?
2,189,chair,chair_2.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it furniture?
2,190,elephant,elephant_2.wav,nomask,visual,yes,visual-yes,2,Does it have ears?
2,191,apple,apple_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it eaten in pies?
