"subj_id","block_ix","trial_ix","cue","question","question_id","mask_type","mask_c","feat_type","feat_c","truth_coded","truth_normed","truth","truth_c","imagery_mean","imagery_z","facts_mean","facts_z","diff_mean","diff_z","prop_visual","senses_mean","response","rt","is_correct","is_error"
"MWPF201",0,10,"mouse","Does it eat?","mouse:nonvisual:yes:3","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.33333333333333,-0.145687938481791,0.833333333333333,-0.285147003046489,-1.66666666666667,-0.450024870735702,0.470588235294118,2.33333333333333,"yes",286.611721327,1,0
"MWPF201",0,11,"raccoon","Is it used for protection?","raccoon:nonvisual:no:2","nomask",-0.5,"nonvisual",-0.5,"no","no","no",-0.5,1,-0.664262733764561,0.5,-0.794950688085439,-1.5,-0.0744253837831102,0.545454545454545,3.6,"no",429.164055793,1,0
"MWPF201",0,12,"strawberry","Does it have seeds?","strawberry:visual:yes:2","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,1,-0.664262733764561,0.857142857142857,-0.248732454115136,-1.57142857142857,-0.235396592477078,0.125,1.66666666666667,"yes",430.454700894,1,0
"MWPF201",0,13,"bottle","Is it a container?","bottle:nonvisual:yes:3","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2,0.89146165208375,1.66666666666667,0.989362209550886,-0.833333333333333,1.42797256402726,0.357142857142857,1.33333333333333,"yes",541.899759381,1,0
"MWPF201",0,14,"raccoon","Does it eat garbage?","raccoon:nonvisual:yes:1","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1,-0.664262733764561,1,-0.0302451605270142,-2,-1.20122384464089,0.545454545454545,3.2,"yes",380.490749289,1,0
"MWPF201",0,15,"grasshopper","Is it found in summer?","grasshopper:nonvisual:yes:3","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2,0.89146165208375,2.25,1.88151865836905,-1.25,0.488973846645778,0.666666666666667,2.2,"yes",313.149489841,1,0
"MWPF201",0,16,"pig","Is it smelly?","pig:nonvisual:yes:4","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1,-0.664262733764561,0.333333333333333,-1.04985253060491,-1.83333333333333,-0.825624357688294,0.578947368421053,1.75,"yes",440.123231238,1,0
"MWPF201",0,17,"dog","Is it used for protection?","dog:nonvisual:yes:4","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.16666666666667,-0.404975336123176,0.666666666666667,-0.540048845565964,-1.83333333333333,-0.825624357688294,0.642857142857143,2.4,"yes",554.032603017,1,0
"MWPF201",0,18,"table","Is it healthy?","table:nonvisual:no:3","nomask",-0.5,"nonvisual",-0.5,"no","no","no",-0.5,1.4,-0.041972979425237,0.4,-0.947891793597124,-1.8,-0.750504460297776,0.6,4,"no",233.911680116,1,0
"MWPF201",0,19,"penguin","Is it black?","penguin:visual:yes:1","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,1.2,0.275637050496356,-1,1.05237307707467,0.5,1.8,"yes",585.803138034,1,0
"MWPF201",0,20,"swan","Does it have wings?","swan:visual:yes:4","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,1.83333333333333,1.24426405207036,-1.33333333333333,0.301174103169482,0.533333333333333,1,"yes",271.102924453,1,0
"MWPF201",0,21,"mouse","Is it used in experiments?","mouse:nonvisual:yes:4","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,0.666666666666667,-1.18283752904733,2.66666666666667,2.51877326466773,-1.33333333333333,0.301174103169482,0.470588235294118,2.5,"yes",332.341499219,1,0
"MWPF201",0,22,"bottle","Does it have a neck?","bottle:visual:yes:4","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2.2,1.20260652925341,1.4,0.581519261519726,-1.4,0.150934308388445,0.357142857142857,1.88888888888889,"yes",361.110797006,1,0
"MWPF201",0,23,"dog","Is it an animal?","dog:nonvisual:yes:2","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.42857142857143,0.00247628874185779,1.57142857142857,0.843704013825471,-2,-1.20122384464089,0.642857142857143,1,"yes",307.074099808,1,0
"MWPF201",0,24,"chicken","Is it comfortable?","chicken:nonvisual:no:5","nomask",-0.5,"nonvisual",-0.5,"no","","no",-0.5,1.4,-0.041972979425237,0.6,-0.642009582573754,-0.6,1.95381184576089,0.555555555555556,4,"no",154.338146676,1,0
"MWPF201",0,25,"pineapple","Does it grow on trees?","pineapple:nonvisual:yes:3","mask",0.5,"nonvisual",-0.5,"yes","","yes",0.5,1.25,-0.275331637302484,2.25,1.88151865836905,-1.25,0.488973846645778,0.3125,2,"yes",380.552357092,1,0
"MWPF201",0,26,"deer","Does it have hooves?","deer:visual:yes:4","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,3.33333333333333,2.96576083321483,2.33333333333333,2.00896957962879,-0.333333333333333,2.55477102488503,0.5625,4,"yes",138.683128695,1,0
"MWPF201",0,27,"swan","Does it have feathers?","swan:visual:yes:3","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,1,-0.664262733764561,0.333333333333333,-1.04985253060491,-1.83333333333333,-0.825624357688294,0.533333333333333,2.6,"yes",93.6942044355,1,0
"MWPF201",0,28,"raccoon","Is it nocturnal?","raccoon:nonvisual:yes:3","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.6,0.269171897744426,2,1.49916589458984,-0.8,1.50309246141778,0.545454545454545,NA,"yes",237.165977334,1,0
"MWPF201",0,29,"bottle","Is it a carnivore?","bottle:nonvisual:no:3","mask",0.5,"nonvisual",-0.5,"no","no","no",-0.5,1,-0.664262733764561,0.8,-0.336127371550384,-2,-1.20122384464089,0.357142857142857,3.5,"no",306.855742936,1,0
"MWPF201",0,30,"donkey","Is it an animal?","donkey:nonvisual:yes:1","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2,0.89146165208375,2.33333333333333,2.00896957962879,-1.66666666666667,-0.450024870735702,0.5,1,"yes",143.244057865,1,0
"MWPF201",0,31,"rabbit","Does it have whiskers?","rabbit:visual:yes:3","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,2.33333333333333,1.41003644736652,0.166666666666667,-1.30475437312439,-0.833333333333333,1.42797256402726,0.666666666666667,1.85714285714286,"yes",346.907852218,1,0
"MWPF201",0,32,"bottle","Is it used for holding liquids?","bottle:nonvisual:yes:2","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.4,-0.041972979425237,0.8,-0.336127371550384,-1.6,-0.299785075954666,0.357142857142857,1.25,"yes",372.370213183,1,0
"MWPF201",0,33,"mouse","Does it have a tail?","mouse:visual:yes:1","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,1.6,0.269171897744426,0.2,-1.25377400462049,-1.8,-0.750504460297776,0.470588235294118,1.25,"yes",210.96315264,1,0
"MWPF201",0,34,"bottle","Does it have feet?","bottle:visual:no:1","mask",0.5,"visual",0.5,"no","no","no",-0.5,0.4,-1.59769736527355,0.4,-0.947891793597124,-1.2,0.601653692731556,0.357142857142857,1.6,"no",293.176464707,1,0
"MWPF201",0,35,"table","Is it used for eating on?","table:nonvisual:yes:1","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2,0.89146165208375,0,-1.55965621564386,-2,-1.20122384464089,0.6,2.75,"yes",33.6140909058,1,0
"MWPF201",0,36,"rabbit","Does it hop?","rabbit:nonvisual:yes:1","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2,0.89146165208375,1,-0.0302451605270142,-1.8,-0.750504460297776,0.666666666666667,1.66666666666667,"yes",165.638894658,1,0
"MWPF201",0,37,"penguin","Is it an herbivore?","penguin:nonvisual:no:3","nomask",-0.5,"nonvisual",-0.5,"no","","no",-0.5,2.66666666666667,1.92861124264929,2.33333333333333,2.00896957962879,-0.166666666666667,2.93037051183763,0.5,3.16666666666667,"yes",NA,0,1
"MWPF201",0,38,"strawberry","Is it small?","strawberry:visual:yes:4","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,1.6,0.269171897744426,0.8,-0.336127371550384,-1.4,0.150934308388445,0.125,2.5,"yes",317.807509826,1,0
"MWPF201",0,39,"lion","Does it have fur?","lion:visual:yes:2","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,1.28571428571429,-0.219770052093615,0.571428571428571,-0.685707041291378,-1.57142857142857,-0.235396592477078,0.461538461538462,1.71428571428571,"yes",284.674973838,1,0
"MWPF201",0,40,"chicken","Does it have a beak?","chicken:visual:yes:3","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,1.4,-0.041972979425237,1.6,0.887401472543096,-1.2,0.601653692731556,0.555555555555556,1.25,"yes",375.201833871,1,0
"MWPF201",0,41,"grasshopper","Does it have antennae?","grasshopper:visual:yes:4","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,2.11111111111111,1.06431991717801,1.22222222222222,0.309623962832286,-1,1.05237307707467,0.666666666666667,2.5,"yes",242.428767902,1,0
"MWPF201",0,42,"mouse","Is it grey?","mouse:visual:yes:2","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,1.75,1.11681313081062,-1.375,0.207274231431334,0.470588235294118,1.6,"yes",207.290857972,1,0
"MWPF201",0,43,"dog","Is it a pet?","dog:nonvisual:yes:3","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,0.666666666666667,-1.18283752904733,0,-1.55965621564386,-1.83333333333333,-0.825624357688294,0.642857142857143,1,"yes",432.84765823,1,0
"MWPF201",0,44,"strawberry","Is is used for riding?","strawberry:nonvisual:no:1","nomask",-0.5,"nonvisual",-0.5,"no","no","no",-0.5,1.4,-0.041972979425237,1.4,0.581519261519726,-1.6,-0.299785075954666,0.125,4,"no",111.630661821,1,0
"MWPF201",0,45,"dog","Does it have four legs?","dog:visual:yes:1","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,1.25,-0.275331637302484,1,-0.0302451605270142,-2,-1.20122384464089,0.642857142857143,1.16666666666667,"yes",289.694842359,1,0
"MWPF201",0,46,"table","Does it grow in Hawaii?","table:nonvisual:no:4","mask",0.5,"nonvisual",-0.5,"no","no","no",-0.5,0.6,-1.28655248810389,0.4,-0.947891793597124,-2,-1.20122384464089,0.6,2.6,"no",222.502143617,1,0
"MWPF201",0,47,"pineapple","Is it prickly?","pineapple:nonvisual:yes:5","mask",0.5,"nonvisual",-0.5,"yes","","yes",0.5,1.25,-0.275331637302484,0.5,-0.794950688085439,-1.75,-0.637824614211998,0.3125,1.25,"yes",136.452379287,1,0
"MWPF201",0,48,"grasshopper","Does it fly?","grasshopper:nonvisual:yes:4","nomask",-0.5,"nonvisual",-0.5,"yes","","yes",0.5,1.71428571428571,0.446968970412804,1.57142857142857,0.843704013825471,-0.285714285714286,2.66208516401435,0.666666666666667,2,"no",NA,0,1
"MWPF201",0,49,"deer","Does it have four legs?","deer:visual:yes:2","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,1,-0.664262733764561,0,-1.55965621564386,-1.75,-0.637824614211998,0.5625,2.5,"yes",274.547504116,1,0
"MWPF201",0,50,"donkey","Does it make noises?","donkey:nonvisual:yes:5","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.4,-0.041972979425237,1,-0.0302451605270142,-1.6,-0.299785075954666,0.5,1.33333333333333,"yes",124.129643169,1,0
"MWPF201",0,51,"giraffe","Does it live in zoos?","giraffe:nonvisual:yes:3","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.42857142857143,0.00247628874185779,0.571428571428571,-0.685707041291378,-1.85714285714286,-0.879281427252951,0.5,1.5,"yes",77.7701396146,1,0
"MWPF201",0,52,"pig","Does it have a snout?","pig:visual:yes:3","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2.75,2.05825494146998,1.25,0.352107603252198,-1.75,-0.637824614211998,0.578947368421053,1.4,"yes",289.29985041,1,0
"MWPF201",0,53,"swan","Does it have a hump?","swan:visual:no:1","nomask",-0.5,"visual",0.5,"no","no","no",-0.5,1.8,0.580316774914088,0.6,-0.642009582573754,-1.6,-0.299785075954666,0.533333333333333,2.5,"no",325.698771223,1,0
"MWPF201",0,54,"pineapple","Is it juicy?","pineapple:nonvisual:yes:1","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2.25,1.28039274854583,0.5,-0.794950688085439,-1.25,0.488973846645778,0.3125,1.25,"yes",346.142043476,1,0
"MWPF201",0,55,"dog","Does it have legs?","dog:visual:yes:2","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,1.4,-0.041972979425237,0.8,-0.336127371550384,-2,-1.20122384464089,0.642857142857143,1.6,"yes",308.417384484,1,0
"MWPF201",0,56,"giraffe","Is it muddy?","giraffe:visual:no:3","nomask",-0.5,"visual",0.5,"no","no","no",-0.5,2,0.89146165208375,0.666666666666667,-0.540048845565964,-1,1.05237307707467,0.5,2,"no",200.74405105,1,0
"MWPF201",0,57,"raccoon","Is it used for holding beer?","raccoon:nonvisual:no:3","mask",0.5,"nonvisual",-0.5,"no","no","no",-0.5,1.25,-0.275331637302484,0.75,-0.412597924306227,-1.75,-0.637824614211998,0.545454545454545,1,"no",176.374254312,1,0
"MWPF201",0,58,"lion","Does it live in jungles?","lion:nonvisual:yes:4","mask",0.5,"nonvisual",-0.5,"yes","","yes",0.5,2,0.89146165208375,2,1.49916589458984,-0.8,1.50309246141778,0.461538461538462,2.8,"yes",290.962481988,1,0
"MWPF201",0,59,"deer","Is it an herbivore?","deer:nonvisual:yes:4","mask",0.5,"nonvisual",-0.5,"yes","","yes",0.5,1,-0.664262733764561,1.75,1.11681313081062,-1,1.05237307707467,0.5625,3,"yes",248.394199676,1,0
"MWPF201",0,60,"chicken","Does it eat grain?","chicken:nonvisual:yes:3","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.25,-0.275331637302484,0.75,-0.412597924306227,-1,1.05237307707467,0.555555555555556,3,"yes",508.303994866,1,0
"MWPF201",0,61,"giraffe","Does it live in Africa?","giraffe:nonvisual:yes:2","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2,0.89146165208375,1.83333333333333,1.24426405207036,-1.16666666666667,0.676773590122074,0.5,3.25,"yes",151.656256348,1,0
"MWPF201",0,62,"rabbit","Is it hunted by people?","rabbit:nonvisual:yes:4","mask",0.5,"nonvisual",-0.5,"yes","","yes",0.5,1.5,0.113599459159594,1,-0.0302451605270142,-0.75,1.61577230750355,0.666666666666667,3.33333333333333,"yes",526.231484022,1,0
"MWPF201",0,63,"strawberry","Does it eat?","strawberry:nonvisual:no:4","mask",0.5,"nonvisual",-0.5,"no","","no",-0.5,1.75,0.502530555621672,0.25,-1.17730345186465,-2,-1.20122384464089,0.125,2,"no",389.299109549,1,0
"MWPF201",1,64,"bottle","Is it made of plastic?","bottle:visual:yes:2","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2.4,1.51375140642307,0.8,-0.336127371550384,-1.2,0.601653692731556,0.357142857142857,1.8,"yes",90.6769803842,1,0
"MWPF201",1,65,"swan","Does it live on water?","swan:nonvisual:yes:3","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.66666666666667,0.37288685680098,1.66666666666667,0.989362209550886,-1.33333333333333,0.301174103169482,0.533333333333333,2.25,"yes",335.501435096,1,0
"MWPF201",1,66,"giraffe","Is it brown?","giraffe:visual:yes:4","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,3.42857142857143,3.11392506043848,3,3.02857694970669,-0.428571428571429,2.34014274662641,0.5,1,"yes",322.206231067,1,0
"MWPF201",1,67,"mouse","Does it eat cheese?","mouse:nonvisual:yes:5","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,0.75,-1.05319383022664,1.75,1.11681313081062,-1.25,0.488973846645778,0.470588235294118,2.25,"yes",409.735363151,1,0
"MWPF201",1,68,"rabbit","Does it have ears?","rabbit:visual:yes:1","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,0.5,-0.794950688085439,-1.75,-0.637824614211998,0.666666666666667,1.25,"yes",289.949851984,1,0
"MWPF201",1,69,"raccoon","Does it have green leaves?","raccoon:visual:no:3","nomask",-0.5,"visual",0.5,"no","no","no",-0.5,0,-2.21998711961287,0.5,-0.794950688085439,-2,-1.20122384464089,0.545454545454545,4,"no",104.659228731,1,0
"MWPF201",1,70,"chicken","Does it live on a farm?","chicken:nonvisual:yes:2","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.2,-0.353117856594899,0.8,-0.336127371550384,-1.2,0.601653692731556,0.555555555555556,2.16666666666667,"yes",188.394020312,1,0
"MWPF201",1,71,"giraffe","Does it have long legs?","giraffe:visual:yes:3","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,1.75,1.11681313081062,-1.75,-0.637824614211998,0.5,1.4,"yes",255.885789986,1,0
"MWPF201",1,72,"raccoon","Does it have eyes?","raccoon:visual:yes:3","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,1.2,-0.353117856594899,0.8,-0.336127371550384,-1.8,-0.750504460297776,0.545454545454545,1.57142857142857,"yes",638.504738919,1,0
"MWPF201",1,73,"grasshopper","Is it green?","grasshopper:visual:yes:1","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,0.625,-0.603774306195833,-1.5,-0.0744253837831102,0.666666666666667,5,"yes",355.677610118,1,0
"MWPF201",1,74,"swan","Does it travel in herds?","swan:nonvisual:no:4","mask",0.5,"nonvisual",-0.5,"no","","no",-0.5,0.75,-1.05319383022664,1,-0.0302451605270142,-0.25,2.74257076836133,0.533333333333333,2.66666666666667,"yes",NA,0,1
"MWPF201",1,75,"table","Does it have a nose?","table:visual:no:2","nomask",-0.5,"visual",0.5,"no","no","no",-0.5,1.25,-0.275331637302484,0,-1.55965621564386,-2,-1.20122384464089,0.6,1.5,"no",317.908889818,1,0
"MWPF201",1,76,"dog","Is it pink?","dog:visual:no:2","nomask",-0.5,"visual",0.5,"no","no","no",-0.5,1.33333333333333,-0.145687938481791,0.444444444444444,-0.879917968925264,-1.33333333333333,0.301174103169482,0.642857142857143,1.85714285714286,"no",228.957708547,1,0
"MWPF201",1,77,"bottle","Is it used for holding beer?","bottle:nonvisual:yes:5","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2,0.89146165208375,1,-0.0302451605270142,-1.25,0.488973846645778,0.357142857142857,1.66666666666667,"yes",522.104149219,1,0
"MWPF201",1,78,"pig","Is it muddy?","pig:visual:yes:5","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,1.5,0.113599459159594,1.33333333333333,0.479558524511936,-1.16666666666667,0.676773590122074,0.578947368421053,2.14285714285714,"yes",414.444852999,1,0
"MWPF201",1,79,"swan","Does it have a long neck?","swan:visual:yes:1","mask",0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,1.5,0.734460367031411,-2,-1.20122384464089,0.533333333333333,2.6,"yes",469.445439812,1,0
"MWPF201",1,80,"giraffe","Is it a mammal?","giraffe:nonvisual:yes:4","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.33333333333333,-0.145687938481791,1.66666666666667,0.989362209550886,-0.333333333333333,2.55477102488503,0.5,2,"yes",321.294591122,1,0
"MWPF201",1,81,"table","Is it found in kitchens?","table:nonvisual:yes:2","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.5,0.113599459159594,0.25,-1.17730345186465,-1.5,-0.0744253837831102,0.6,1.66666666666667,"yes",63.8997991628,1,0
"MWPF201",1,82,"rabbit","Is it edible?","rabbit:nonvisual:yes:3","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,0.2,-1.90884224244321,0.8,-0.336127371550384,-1.4,0.150934308388445,0.666666666666667,2.66666666666667,"yes",355.248304928,1,0
"MWPF201",1,83,"deer","Is it timid?","deer:nonvisual:yes:5","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,2.33333333333333,1.41003644736652,1,-0.0302451605270142,-1.33333333333333,0.301174103169482,0.5625,2,"yes",387.700035353,1,0
"MWPF201",1,84,"giraffe","Does it eat leaves?","giraffe:nonvisual:yes:1","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.6,0.269171897744426,2.2,1.80504810561321,-1.2,0.601653692731556,0.5,1.75,"yes",249.578395771,1,0
"MWPF201",1,85,"chicken","Does it have four legs?","chicken:visual:no:4","mask",0.5,"visual",0.5,"no","","no",-0.5,0.5,-1.44212492668872,0.25,-1.17730345186465,-2,-1.20122384464089,0.555555555555556,1,"yes",NA,0,1
"MWPF201",1,86,"table","Is it made of wood?","table:visual:yes:1","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,2,1.49916589458984,-1,1.05237307707467,0.6,2.5,"no",NA,0,1
"MWPF201",1,87,"donkey","Does it have legs?","donkey:visual:yes:1","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,1,-0.664262733764561,0.857142857142857,-0.248732454115136,-1.71428571428571,-0.557339009865014,0.5,1.28571428571429,"yes",285.124555056,1,0
"MWPF201",1,88,"pineapple","Is it tropical?","pineapple:nonvisual:yes:2","nomask",-0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.33333333333333,-0.145687938481791,1.66666666666667,0.989362209550886,-1.66666666666667,-0.450024870735702,0.3125,2.5,"yes",217.696342821,1,0
"MWPF201",1,89,"penguin","Does it have a beak?","penguin:visual:yes:2","nomask",-0.5,"visual",0.5,"yes","yes","yes",0.5,2,0.89146165208375,0.6,-0.642009582573754,-1.2,0.601653692731556,0.5,2.75,"yes",136.26872559,1,0
"MWPF201",1,90,"deer","Is it a mammal?","deer:nonvisual:yes:3","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.66666666666667,0.37288685680098,1.33333333333333,0.479558524511936,-1.16666666666667,0.676773590122074,0.5625,3.28571428571429,"yes",424.483420269,1,0
"MWPF201",1,91,"mouse","Does it have a white tail?","mouse:visual:no:4","nomask",-0.5,"visual",0.5,"no","","no",-0.5,2,0.89146165208375,1,-0.0302451605270142,-1.5,-0.0744253837831102,0.470588235294118,3,"yes",NA,0,1
"MWPF201",1,92,"raccoon","Does it have a beak?","raccoon:visual:no:5","mask",0.5,"visual",0.5,"no","no","no",-0.5,0.666666666666667,-1.18283752904733,0.333333333333333,-1.04985253060491,-1.77777777777778,-0.700424528704097,0.545454545454545,2.4,"no",332.571943698,1,0
"MWPF201",1,93,"lion","Is it grey?","lion:visual:no:1","mask",0.5,"visual",0.5,"no","no","no",-0.5,0.666666666666667,-1.18283752904733,0.777777777777778,-0.370114283886314,-1.44444444444444,0.0507744452010872,0.461538461538462,1.25,"no",518.052069528,1,0
"MWPF201",1,94,"strawberry","Is it furniture?","strawberry:nonvisual:no:3","nomask",-0.5,"nonvisual",-0.5,"no","no","no",-0.5,0.4,-1.59769736527355,0.4,-0.947891793597124,-1.8,-0.750504460297776,0.125,1.5,"no",229.418597533,1,0
"MWPF201",1,95,"mouse","Is it a rodent?","mouse:nonvisual:yes:1","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.14285714285714,-0.442016392929088,1.14285714285714,0.188242133061107,-1.85714285714286,-0.879281427252951,0.470588235294118,4,"yes",196.422534558,1,0
"MWPF201",1,96,"lion","Does it lay eggs?","lion:nonvisual:no:4","nomask",-0.5,"nonvisual",-0.5,"no","no","no",-0.5,0.5,-1.44212492668872,1,-0.0302451605270142,-1.75,-0.637824614211998,0.461538461538462,3,"no",438.111228665,1,0
"MWPF201",1,97,"dog","Does it chase cats?","dog:nonvisual:yes:5","mask",0.5,"nonvisual",-0.5,"yes","yes","yes",0.5,1.4,-0.041972979425237,1.2,0.275637050496356,-1,1.05237307707467,0.642857142857143,2,"yes",286.678008211,1,0
"MWPF201",1,98,"penguin","Is it like a horse?","penguin:nonvisual:no:1","mask",0.5,"nonvisual",-0.5,"no","no","no",-0.5,1.75,0.502530555621672,0.75,-0.412597924306227,-2,-1.20122384464089,0.5,1.33333333333333,"no",773.37286112,1,0
"MWPF201",1,99,"bottle","Does it have armrests?","bottle:visual:no:3","nomask",-0.5,"visual",0.5,"no","no","no",-0.5,2,0.89146165208375,1.8,1.19328368356647,-0.8,1.50309246141778,0.357142857142857,2.28571428571429,"no",487.67979836,1,0
"MWPF201",1,100,"grasshopper","Does it have long legs?","grasshopper:visual:yes:3","mask",0.5,"visual",0.5,"yes","","yes",0.5,1,-0.664262733764561,1.2,0.275637050496356,-1.2,0.601653692731556,0.666666666666667,1.83333333333333,"yes",555.715510622,1,0
