subj_id	seed	initials	date	exp_name	room	block_ix	trial_ix	cue	cue_file	cue_mask	ftype	response	qtype	qid	question	exp_timer	response	rt	is_correct
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	81	table	table_3.wav	nomask	nonvisual	yes	nonvisual-yes	2	Is it found in kitchens?	724.927410767	yes	63.8997991628	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	82	rabbit	rabbit_1.wav	nomask	nonvisual	yes	nonvisual-yes	3	Is it edible?	732.100113897	yes	355.248304928	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	83	deer	deer_3.wav	nomask	nonvisual	yes	nonvisual-yes	5	Is it timid?	739.132171025	yes	387.700035353	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	84	giraffe	giraffe_3.wav	nomask	nonvisual	yes	nonvisual-yes	1	Does it eat leaves?	746.276557167	yes	249.578395771	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	85	chicken	chicken_4.wav	mask	visual	no	visual-no	4	Does it have four legs?	753.2558854	yes	500.706345483	0
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	86	table	table_4.wav	nomask	visual	yes	visual-yes	1	Is it made of wood?	760.36803232	no	218.578348606	0
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	87	donkey	donkey_4.wav	nomask	visual	yes	visual-yes	1	Does it have legs?	767.365932195	yes	285.124555056	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	88	pineapple	pineapple_4.wav	nomask	nonvisual	yes	nonvisual-yes	2	Is it tropical?	774.514205089	yes	217.696342821	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	89	penguin	penguin_2.wav	nomask	visual	yes	visual-yes	2	Does it have a beak?	781.609763906	yes	136.26872559	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	90	deer	deer_1.wav	mask	nonvisual	yes	nonvisual-yes	3	Is it a mammal?	788.669167113	yes	424.483420269	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	91	mouse	mouse_2.wav	nomask	visual	no	visual-no	4	Does it have a white tail?	795.804760492	yes	245.286903402	0
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	92	raccoon	raccoon_4.wav	mask	visual	no	visual-no	5	Does it have a beak?	802.890544329	no	332.571943698	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	93	lion	lion_2.wav	mask	visual	no	visual-no	1	Is it grey?	809.909917652	no	518.052069528	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	94	strawberry	strawberry_4.wav	nomask	nonvisual	no	nonvisual-no	3	Is it furniture?	817.188075453	no	229.418597533	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	95	mouse	mouse_3.wav	mask	nonvisual	yes	nonvisual-yes	1	Is it a rodent?	824.268975505	yes	196.422534558	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	96	lion	lion_2.wav	nomask	nonvisual	no	nonvisual-no	4	Does it lay eggs?	831.290295714	no	438.111228665	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	97	dog	dog_3.wav	mask	nonvisual	yes	nonvisual-yes	5	Does it chase cats?	838.33213367	yes	286.678008211	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	98	penguin	penguin_1.wav	mask	nonvisual	no	nonvisual-no	1	Is it like a horse?	845.433541331	no	773.37286112	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	99	bottle	bottle_4.wav	nomask	visual	no	visual-no	3	Does it have armrests?	852.434371867	no	487.67979836	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	100	grasshopper	grasshopper_2.wav	mask	visual	yes	visual-yes	3	Does it have long legs?	859.596328329	yes	555.715510622	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	101	pig	pig_3.wav	nomask	visual	yes	visual-yes	2	Does it have a tail?	866.615699703	yes	309.438982717	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	102	penguin	penguin_3.wav	mask	nonvisual	yes	nonvisual-yes	4	Does it lay eggs?	873.652648805	yes	286.286135641	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	103	bottle	bottle_3.wav	mask	visual	yes	visual-yes	3	Does it have a lid?	880.733675972	yes	237.551611179	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	104	deer	deer_1.wav	mask	visual	yes	visual-yes	1	Does it have antlers?	887.794918836	yes	173.736815224	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	105	pineapple	pineapple_4.wav	mask	visual	yes	visual-yes	3	Does it have skin?	894.975429783	yes	264.87858381	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	106	strawberry	strawberry_2.wav	mask	nonvisual	yes	nonvisual-yes	4	Does it taste good?	902.22819034	yes	201.190122927	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	107	pig	pig_2.wav	mask	visual	yes	visual-yes	4	Does it have legs?	909.125506851	yes	567.617129942	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	108	giraffe	giraffe_4.wav	nomask	visual	yes	visual-yes	2	Is it tall?	916.226912563	yes	622.344770672	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	109	donkey	donkey_4.wav	mask	nonvisual	yes	nonvisual-yes	4	Is it furry?	923.183785131	yes	330.042123387	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	110	penguin	penguin_1.wav	mask	visual	yes	visual-yes	3	Does it have feet?	930.296920115	yes	272.253587202	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	111	dog	dog_1.wav	nomask	visual	no	visual-no	1	Does it have antlers?	937.374877418	no	167.38185042	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	112	pineapple	pineapple_3.wav	nomask	nonvisual	yes	nonvisual-yes	4	Does it grow in Hawaii?	944.584691468	yes	137.438884442	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	113	rabbit	rabbit_2.wav	nomask	visual	yes	visual-yes	4	Does it have a tail?	951.608938049	yes	378.888555715	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	114	pig	pig_4.wav	nomask	visual	yes	visual-yes	1	Is it pink?	958.489663727	yes	370.073176833	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	115	donkey	donkey_1.wav	mask	visual	yes	visual-yes	2	Does it have four legs?	965.690676435	yes	324.674443546	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	116	raccoon	raccoon_1.wav	mask	visual	yes	visual-yes	5	Does it have a mask?	972.778407547	no	267.473911255	0
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	117	donkey	donkey_1.wav	nomask	nonvisual	yes	nonvisual-yes	3	Is it a mammal?	979.963791752	yes	238.281157071	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	118	raccoon	raccoon_1.wav	nomask	nonvisual	no	nonvisual-no	1	Does it hop?	987.056414058	no	276.587191242	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	119	chicken	chicken_3.wav	nomask	visual	yes	visual-yes	2	Does it have wings?	994.140239701	yes	764.533307025	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	120	bottle	bottle_1.wav	nomask	nonvisual	yes	nonvisual-yes	1	Is it used for holding things?	1001.27875906	yes	241.304619936	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	121	lion	lion_2.wav	mask	nonvisual	no	nonvisual-no	3	Does it waddle?	1008.31375231	no	394.325996662	1
MWPF201	201	WR	2014_May_01_0851	MWPF2	LL-Kramer	1	122	mouse	mouse_1.wav	mask	nonvisual	yes	nonvisual-yes	2	Is it an animal?	1015.46691952	yes	222.650704265	1
