subj_id,proposition_id,measure,value,question,cue,question_slug,correct_response,feat_type
A13V6ZYVF3A7EW,does-it-live-in-grass:giraffe,imagery,4.0,Does it live in grass?,giraffe,does-it-live-in-grass,yes,nonvisual
A13V6ZYVF3A7EW,does-it-live-in-grass:giraffe,truth,2.0,Does it live in grass?,giraffe,does-it-live-in-grass,yes,nonvisual
A13V6ZYVF3A7EW,does-it-live-in-zoos:tiger,difficulty,-2.0,Does it live in zoos?,tiger,does-it-live-in-zoos,yes,nonvisual
A13V6ZYVF3A7EW,does-it-live-in-zoos:tiger,facts,4.0,Does it live in zoos?,tiger,does-it-live-in-zoos,yes,nonvisual
A13V6ZYVF3A7EW,does-it-live-in-zoos:tiger,imagery,4.0,Does it live in zoos?,tiger,does-it-live-in-zoos,yes,nonvisual
A13V6ZYVF3A7EW,does-it-live-in-zoos:tiger,truth,2.0,Does it live in zoos?,tiger,does-it-live-in-zoos,yes,nonvisual
A13V6ZYVF3A7EW,does-it-produce-offspring:raccoon,difficulty,-1.0,Does it produce offspring?,raccoon,does-it-produce-offspring,yes,nonvisual
A13V6ZYVF3A7EW,does-it-produce-offspring:raccoon,facts,3.0,Does it produce offspring?,raccoon,does-it-produce-offspring,yes,nonvisual
A13V6ZYVF3A7EW,does-it-produce-offspring:raccoon,imagery,3.0,Does it produce offspring?,raccoon,does-it-produce-offspring,yes,nonvisual
A13V6ZYVF3A7EW,does-it-produce-offspring:raccoon,truth,0.0,Does it produce offspring?,raccoon,does-it-produce-offspring,yes,nonvisual
A13V6ZYVF3A7EW,does-it-taste-good:strawberry,difficulty,-2.0,Does it taste good?,strawberry,does-it-taste-good,yes,nonvisual
A13V6ZYVF3A7EW,does-it-taste-good:strawberry,facts,4.0,Does it taste good?,strawberry,does-it-taste-good,yes,nonvisual
A13V6ZYVF3A7EW,does-it-taste-good:strawberry,imagery,4.0,Does it taste good?,strawberry,does-it-taste-good,yes,nonvisual
A13V6ZYVF3A7EW,does-it-taste-good:strawberry,truth,2.0,Does it taste good?,strawberry,does-it-taste-good,yes,nonvisual
A13V6ZYVF3A7EW,is-it-an-animal:tiger,difficulty,-2.0,Is it an animal?,tiger,is-it-an-animal,yes,nonvisual
A13V6ZYVF3A7EW,is-it-an-animal:tiger,facts,4.0,Is it an animal?,tiger,is-it-an-animal,yes,nonvisual
A13V6ZYVF3A7EW,is-it-an-animal:tiger,imagery,4.0,Is it an animal?,tiger,is-it-an-animal,yes,nonvisual
A13V6ZYVF3A7EW,is-it-an-animal:tiger,truth,2.0,Is it an animal?,tiger,is-it-an-animal,yes,nonvisual
A13V6ZYVF3A7EW,is-it-an-insect:strawberry,difficulty,-2.0,Is it an insect?,strawberry,is-it-an-insect,no,nonvisual
A13V6ZYVF3A7EW,is-it-an-insect:strawberry,facts,4.0,Is it an insect?,strawberry,is-it-an-insect,no,nonvisual
A13V6ZYVF3A7EW,is-it-an-insect:strawberry,imagery,0.0,Is it an insect?,strawberry,is-it-an-insect,no,nonvisual
A13V6ZYVF3A7EW,is-it-an-insect:strawberry,truth,-2.0,Is it an insect?,strawberry,is-it-an-insect,no,nonvisual
A13V6ZYVF3A7EW,is-it-fast:banana,difficulty,-2.0,Is it fast?,banana,is-it-fast,no,nonvisual
A13V6ZYVF3A7EW,is-it-fast:banana,facts,3.0,Is it fast?,banana,is-it-fast,no,nonvisual
A13V6ZYVF3A7EW,is-it-fast:banana,imagery,3.0,Is it fast?,banana,is-it-fast,no,nonvisual
A13V6ZYVF3A7EW,is-it-fast:banana,truth,0.0,Is it fast?,banana,is-it-fast,no,nonvisual
A13V6ZYVF3A7EW,is-it-found-in-dining-rooms:swan,difficulty,-2.0,Is it found in dining rooms?,swan,is-it-found-in-dining-rooms,no,nonvisual
A13V6ZYVF3A7EW,is-it-found-in-dining-rooms:swan,facts,4.0,Is it found in dining rooms?,swan,is-it-found-in-dining-rooms,no,nonvisual
A13V6ZYVF3A7EW,is-it-found-in-dining-rooms:swan,imagery,0.0,Is it found in dining rooms?,swan,is-it-found-in-dining-rooms,no,nonvisual
A13V6ZYVF3A7EW,is-it-found-in-dining-rooms:swan,truth,-2.0,Is it found in dining rooms?,swan,is-it-found-in-dining-rooms,no,nonvisual
A13V6ZYVF3A7EW,is-it-long:penguin,difficulty,-1.0,Is it long?,penguin,is-it-long,no,visual
A13V6ZYVF3A7EW,is-it-long:penguin,facts,2.0,Is it long?,penguin,is-it-long,no,visual
A13V6ZYVF3A7EW,is-it-long:penguin,imagery,2.0,Is it long?,penguin,is-it-long,no,visual
A13V6ZYVF3A7EW,is-it-long:penguin,truth,0.0,Is it long?,penguin,is-it-long,no,visual
A13V6ZYVF3A7EW,is-it-nutritious:apple,difficulty,-2.0,Is it nutritious?,apple,is-it-nutritious,yes,nonvisual
A13V6ZYVF3A7EW,is-it-nutritious:apple,facts,4.0,Is it nutritious?,apple,is-it-nutritious,yes,nonvisual
A13V6ZYVF3A7EW,is-it-nutritious:apple,imagery,4.0,Is it nutritious?,apple,is-it-nutritious,yes,nonvisual
A13V6ZYVF3A7EW,is-it-nutritious:apple,truth,2.0,Is it nutritious?,apple,is-it-nutritious,yes,nonvisual
A13V6ZYVF3A7EW,is-it-unable-to-fly:penguin,difficulty,-2.0,Is it unable to fly?,penguin,is-it-unable-to-fly,yes,nonvisual
A13V6ZYVF3A7EW,is-it-unable-to-fly:penguin,facts,4.0,Is it unable to fly?,penguin,is-it-unable-to-fly,yes,nonvisual
A13V6ZYVF3A7EW,is-it-unable-to-fly:penguin,imagery,4.0,Is it unable to fly?,penguin,is-it-unable-to-fly,yes,nonvisual
A13V6ZYVF3A7EW,is-it-unable-to-fly:penguin,truth,2.0,Is it unable to fly?,penguin,is-it-unable-to-fly,yes,nonvisual
A13V6ZYVF3A7EW,is-it-yellow:banana,difficulty,-2.0,Is it yellow?,banana,is-it-yellow,yes,visual
A13V6ZYVF3A7EW,is-it-yellow:banana,facts,4.0,Is it yellow?,banana,is-it-yellow,yes,visual
A13V6ZYVF3A7EW,is-it-yellow:banana,imagery,4.0,Is it yellow?,banana,is-it-yellow,yes,visual
A13V6ZYVF3A7EW,is-it-yellow:banana,truth,2.0,Is it yellow?,banana,is-it-yellow,yes,visual
A13V6ZYVF3A7EW,is-it-yellow:deer,difficulty,-2.0,Is it yellow?,deer,is-it-yellow,no,visual
A13V6ZYVF3A7EW,is-it-yellow:deer,facts,4.0,Is it yellow?,deer,is-it-yellow,no,visual
A13V6ZYVF3A7EW,is-it-yellow:deer,imagery,4.0,Is it yellow?,deer,is-it-yellow,no,visual
A13V6ZYVF3A7EW,is-it-yellow:deer,truth,-2.0,Is it yellow?,deer,is-it-yellow,no,visual
A142ZRU284W9O,does-it-have-a-hump:camel,difficulty,-2.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
A142ZRU284W9O,does-it-have-a-hump:camel,facts,0.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
A142ZRU284W9O,does-it-have-a-hump:camel,imagery,3.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
A142ZRU284W9O,does-it-have-a-hump:camel,truth,2.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
A142ZRU284W9O,does-it-have-a-lid:deer,difficulty,-2.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
A142ZRU284W9O,does-it-have-a-lid:deer,facts,0.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
A142ZRU284W9O,does-it-have-a-lid:deer,imagery,2.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
A142ZRU284W9O,does-it-have-a-lid:deer,truth,-2.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
A142ZRU284W9O,does-it-have-antennae:grasshopper,difficulty,-1.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
A142ZRU284W9O,does-it-have-antennae:grasshopper,facts,0.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
A142ZRU284W9O,does-it-have-antennae:grasshopper,imagery,3.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
A142ZRU284W9O,does-it-have-antennae:grasshopper,truth,2.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
A142ZRU284W9O,does-it-have-antlers:dog,difficulty,-2.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
A142ZRU284W9O,does-it-have-antlers:dog,facts,0.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
A142ZRU284W9O,does-it-have-antlers:dog,imagery,3.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
A142ZRU284W9O,does-it-have-antlers:dog,truth,-2.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
A142ZRU284W9O,does-it-have-eyes:raccoon,difficulty,-2.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
A142ZRU284W9O,does-it-have-eyes:raccoon,facts,0.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
A142ZRU284W9O,does-it-have-eyes:raccoon,imagery,2.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
A142ZRU284W9O,does-it-have-eyes:raccoon,truth,2.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
A142ZRU284W9O,does-it-have-feathers:banana,difficulty,-2.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
A142ZRU284W9O,does-it-have-feathers:banana,facts,0.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
A142ZRU284W9O,does-it-have-feathers:banana,imagery,2.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
A142ZRU284W9O,does-it-have-feathers:banana,truth,-2.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
A142ZRU284W9O,does-it-have-feet:bike,difficulty,-2.0,Does it have feet?,bike,does-it-have-feet,no,visual
A142ZRU284W9O,does-it-have-feet:bike,facts,0.0,Does it have feet?,bike,does-it-have-feet,no,visual
A142ZRU284W9O,does-it-have-feet:bike,imagery,0.0,Does it have feet?,bike,does-it-have-feet,no,visual
A142ZRU284W9O,does-it-have-feet:bike,truth,-2.0,Does it have feet?,bike,does-it-have-feet,no,visual
A142ZRU284W9O,does-it-have-four-legs:dog,difficulty,-2.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
A142ZRU284W9O,does-it-have-four-legs:dog,facts,0.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
A142ZRU284W9O,does-it-have-four-legs:dog,imagery,2.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
A142ZRU284W9O,does-it-have-four-legs:dog,truth,2.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
A142ZRU284W9O,does-it-have-hair:jacket,difficulty,-1.0,Does it have hair?,jacket,does-it-have-hair,no,visual
A142ZRU284W9O,does-it-have-hair:jacket,facts,1.0,Does it have hair?,jacket,does-it-have-hair,no,visual
A142ZRU284W9O,does-it-have-hair:jacket,imagery,2.0,Does it have hair?,jacket,does-it-have-hair,no,visual
A142ZRU284W9O,does-it-have-hair:jacket,truth,0.0,Does it have hair?,jacket,does-it-have-hair,no,visual
A142ZRU284W9O,does-it-have-large-teeth:tiger,difficulty,-1.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
A142ZRU284W9O,does-it-have-large-teeth:tiger,facts,1.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
A142ZRU284W9O,does-it-have-large-teeth:tiger,imagery,2.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
A142ZRU284W9O,does-it-have-large-teeth:tiger,truth,1.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
A142ZRU284W9O,does-it-have-legs:grasshopper,difficulty,-1.0,Does it have legs?,grasshopper,does-it-have-legs,yes,visual
A142ZRU284W9O,does-it-have-legs:grasshopper,facts,0.0,Does it have legs?,grasshopper,does-it-have-legs,yes,visual
A142ZRU284W9O,does-it-have-legs:grasshopper,imagery,2.0,Does it have legs?,grasshopper,does-it-have-legs,yes,visual
A142ZRU284W9O,does-it-have-legs:grasshopper,truth,2.0,Does it have legs?,grasshopper,does-it-have-legs,yes,visual
A142ZRU284W9O,does-it-have-many-cars:carrot,difficulty,-2.0,Does it have many cars?,carrot,does-it-have-many-cars,no,visual
A142ZRU284W9O,does-it-have-many-cars:carrot,facts,0.0,Does it have many cars?,carrot,does-it-have-many-cars,no,visual
A142ZRU284W9O,does-it-have-many-cars:carrot,imagery,0.0,Does it have many cars?,carrot,does-it-have-many-cars,no,visual
A142ZRU284W9O,does-it-have-many-cars:carrot,truth,-2.0,Does it have many cars?,carrot,does-it-have-many-cars,no,visual
A142ZRU284W9O,does-it-lay-eggs:lion,difficulty,-2.0,Does it lay eggs?,lion,does-it-lay-eggs,no,nonvisual
A142ZRU284W9O,does-it-lay-eggs:lion,facts,2.0,Does it lay eggs?,lion,does-it-lay-eggs,no,nonvisual
A142ZRU284W9O,does-it-lay-eggs:lion,imagery,0.0,Does it lay eggs?,lion,does-it-lay-eggs,no,nonvisual
A142ZRU284W9O,does-it-lay-eggs:lion,truth,-2.0,Does it lay eggs?,lion,does-it-lay-eggs,no,nonvisual
A142ZRU284W9O,does-it-live-in-india:tiger,difficulty,-1.0,Does it live in India?,tiger,does-it-live-in-india,yes,nonvisual
A142ZRU284W9O,does-it-live-in-india:tiger,facts,2.0,Does it live in India?,tiger,does-it-live-in-india,yes,nonvisual
A142ZRU284W9O,does-it-live-in-india:tiger,imagery,0.0,Does it live in India?,tiger,does-it-live-in-india,yes,nonvisual
A142ZRU284W9O,does-it-live-in-india:tiger,truth,0.0,Does it live in India?,tiger,does-it-live-in-india,yes,nonvisual
A142ZRU284W9O,is-it-a-fruit:apple,difficulty,-2.0,Is it a fruit?,apple,is-it-a-fruit,yes,nonvisual
A142ZRU284W9O,is-it-a-fruit:apple,facts,2.0,Is it a fruit?,apple,is-it-a-fruit,yes,nonvisual
A142ZRU284W9O,is-it-a-fruit:apple,imagery,0.0,Is it a fruit?,apple,is-it-a-fruit,yes,nonvisual
A142ZRU284W9O,is-it-a-fruit:apple,truth,2.0,Is it a fruit?,apple,is-it-a-fruit,yes,nonvisual
A142ZRU284W9O,is-it-a-mammal:bike,difficulty,-2.0,Is it a mammal?,bike,is-it-a-mammal,no,nonvisual
A142ZRU284W9O,is-it-a-mammal:bike,facts,0.0,Is it a mammal?,bike,is-it-a-mammal,no,nonvisual
A142ZRU284W9O,is-it-a-mammal:bike,imagery,0.0,Is it a mammal?,bike,is-it-a-mammal,no,nonvisual
A142ZRU284W9O,is-it-a-mammal:bike,truth,-2.0,Is it a mammal?,bike,is-it-a-mammal,no,nonvisual
A142ZRU284W9O,is-it-a-mammal:giraffe,difficulty,-1.0,Is it a mammal?,giraffe,is-it-a-mammal,yes,nonvisual
A142ZRU284W9O,is-it-a-mammal:giraffe,facts,2.0,Is it a mammal?,giraffe,is-it-a-mammal,yes,nonvisual
A142ZRU284W9O,is-it-a-mammal:giraffe,imagery,1.0,Is it a mammal?,giraffe,is-it-a-mammal,yes,nonvisual
A142ZRU284W9O,is-it-a-mammal:giraffe,truth,2.0,Is it a mammal?,giraffe,is-it-a-mammal,yes,nonvisual
A142ZRU284W9O,is-it-a-reptile:elephant,difficulty,-2.0,Is it a reptile?,elephant,is-it-a-reptile,no,nonvisual
A142ZRU284W9O,is-it-a-reptile:elephant,facts,2.0,Is it a reptile?,elephant,is-it-a-reptile,no,nonvisual
A142ZRU284W9O,is-it-a-reptile:elephant,imagery,1.0,Is it a reptile?,elephant,is-it-a-reptile,no,nonvisual
A142ZRU284W9O,is-it-a-reptile:elephant,truth,-2.0,Is it a reptile?,elephant,is-it-a-reptile,no,nonvisual
A142ZRU284W9O,is-it-eaten-as-bacon:pig,difficulty,-2.0,Is it eaten as bacon?,pig,is-it-eaten-as-bacon,yes,nonvisual
A142ZRU284W9O,is-it-eaten-as-bacon:pig,facts,2.0,Is it eaten as bacon?,pig,is-it-eaten-as-bacon,yes,nonvisual
A142ZRU284W9O,is-it-eaten-as-bacon:pig,imagery,0.0,Is it eaten as bacon?,pig,is-it-eaten-as-bacon,yes,nonvisual
A142ZRU284W9O,is-it-eaten-as-bacon:pig,truth,2.0,Is it eaten as bacon?,pig,is-it-eaten-as-bacon,yes,nonvisual
A142ZRU284W9O,is-it-orange:tiger,difficulty,-2.0,Is it orange?,tiger,is-it-orange,yes,visual
A142ZRU284W9O,is-it-orange:tiger,facts,0.0,Is it orange?,tiger,is-it-orange,yes,visual
A142ZRU284W9O,is-it-orange:tiger,imagery,2.0,Is it orange?,tiger,is-it-orange,yes,visual
A142ZRU284W9O,is-it-orange:tiger,truth,2.0,Is it orange?,tiger,is-it-orange,yes,visual
A14GSKVEQOSIFD,does-it-grow-in-tropical-climates:banana,difficulty,-1.0,Does it grow in tropical climates?,banana,does-it-grow-in-tropical-climates,yes,nonvisual
A14GSKVEQOSIFD,does-it-grow-in-tropical-climates:banana,facts,0.0,Does it grow in tropical climates?,banana,does-it-grow-in-tropical-climates,yes,nonvisual
A14GSKVEQOSIFD,does-it-grow-in-tropical-climates:banana,imagery,0.0,Does it grow in tropical climates?,banana,does-it-grow-in-tropical-climates,yes,nonvisual
A14GSKVEQOSIFD,does-it-grow-in-tropical-climates:banana,truth,0.0,Does it grow in tropical climates?,banana,does-it-grow-in-tropical-climates,yes,nonvisual
A14GSKVEQOSIFD,does-it-have-a-seat:bike,difficulty,-2.0,Does it have a seat?,bike,does-it-have-a-seat,yes,visual
A14GSKVEQOSIFD,does-it-have-a-seat:bike,facts,0.0,Does it have a seat?,bike,does-it-have-a-seat,yes,visual
A14GSKVEQOSIFD,does-it-have-a-seat:bike,imagery,0.0,Does it have a seat?,bike,does-it-have-a-seat,yes,visual
A14GSKVEQOSIFD,does-it-have-a-seat:bike,truth,2.0,Does it have a seat?,bike,does-it-have-a-seat,yes,visual
A14GSKVEQOSIFD,does-it-have-a-tail:chair,difficulty,-2.0,Does it have a tail?,chair,does-it-have-a-tail,no,visual
A14GSKVEQOSIFD,does-it-have-a-tail:chair,facts,0.0,Does it have a tail?,chair,does-it-have-a-tail,no,visual
A14GSKVEQOSIFD,does-it-have-a-tail:chair,imagery,0.0,Does it have a tail?,chair,does-it-have-a-tail,no,visual
A14GSKVEQOSIFD,does-it-have-a-tail:chair,truth,-2.0,Does it have a tail?,chair,does-it-have-a-tail,no,visual
A14GSKVEQOSIFD,does-it-have-fur:lion,difficulty,-2.0,Does it have fur?,lion,does-it-have-fur,yes,visual
A14GSKVEQOSIFD,does-it-have-fur:lion,facts,0.0,Does it have fur?,lion,does-it-have-fur,yes,visual
A14GSKVEQOSIFD,does-it-have-fur:lion,imagery,0.0,Does it have fur?,lion,does-it-have-fur,yes,visual
A14GSKVEQOSIFD,does-it-have-fur:lion,truth,2.0,Does it have fur?,lion,does-it-have-fur,yes,visual
A14GSKVEQOSIFD,does-it-have-legs:table,difficulty,0.0,Does it have legs?,table,does-it-have-legs,yes,visual
A14GSKVEQOSIFD,does-it-have-legs:table,facts,1.0,Does it have legs?,table,does-it-have-legs,yes,visual
A14GSKVEQOSIFD,does-it-have-legs:table,imagery,1.0,Does it have legs?,table,does-it-have-legs,yes,visual
A14GSKVEQOSIFD,does-it-have-legs:table,truth,0.0,Does it have legs?,table,does-it-have-legs,yes,visual
A14GSKVEQOSIFD,does-it-have-pockets:jacket,difficulty,-1.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
A14GSKVEQOSIFD,does-it-have-pockets:jacket,facts,2.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
A14GSKVEQOSIFD,does-it-have-pockets:jacket,imagery,2.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
A14GSKVEQOSIFD,does-it-have-pockets:jacket,truth,2.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
A14GSKVEQOSIFD,does-it-have-skin:pineapple,difficulty,0.0,Does it have skin?,pineapple,does-it-have-skin,yes,visual
A14GSKVEQOSIFD,does-it-have-skin:pineapple,facts,0.0,Does it have skin?,pineapple,does-it-have-skin,yes,visual
A14GSKVEQOSIFD,does-it-have-skin:pineapple,imagery,2.0,Does it have skin?,pineapple,does-it-have-skin,yes,visual
A14GSKVEQOSIFD,does-it-have-skin:pineapple,truth,2.0,Does it have skin?,pineapple,does-it-have-skin,yes,visual
A14GSKVEQOSIFD,does-it-have-whiskers:pig,difficulty,0.0,Does it have whiskers?,pig,does-it-have-whiskers,no,visual
A14GSKVEQOSIFD,does-it-have-whiskers:pig,facts,1.0,Does it have whiskers?,pig,does-it-have-whiskers,no,visual
A14GSKVEQOSIFD,does-it-have-whiskers:pig,imagery,3.0,Does it have whiskers?,pig,does-it-have-whiskers,no,visual
A14GSKVEQOSIFD,does-it-have-whiskers:pig,truth,0.0,Does it have whiskers?,pig,does-it-have-whiskers,no,visual
A14GSKVEQOSIFD,is-it-a-fruit:rabbit,difficulty,-2.0,Is it a fruit?,rabbit,is-it-a-fruit,no,nonvisual
A14GSKVEQOSIFD,is-it-a-fruit:rabbit,facts,0.0,Is it a fruit?,rabbit,is-it-a-fruit,no,nonvisual
A14GSKVEQOSIFD,is-it-a-fruit:rabbit,imagery,0.0,Is it a fruit?,rabbit,is-it-a-fruit,no,nonvisual
A14GSKVEQOSIFD,is-it-a-fruit:rabbit,truth,-2.0,Is it a fruit?,rabbit,is-it-a-fruit,no,nonvisual
A14GSKVEQOSIFD,is-it-a-mammal:chicken,difficulty,-2.0,Is it a mammal?,chicken,is-it-a-mammal,no,nonvisual
A14GSKVEQOSIFD,is-it-a-mammal:chicken,facts,1.0,Is it a mammal?,chicken,is-it-a-mammal,no,nonvisual
A14GSKVEQOSIFD,is-it-a-mammal:chicken,imagery,0.0,Is it a mammal?,chicken,is-it-a-mammal,no,nonvisual
A14GSKVEQOSIFD,is-it-a-mammal:chicken,truth,-2.0,Is it a mammal?,chicken,is-it-a-mammal,no,nonvisual
A14GSKVEQOSIFD,is-it-comfortable:chair,difficulty,-2.0,Is it comfortable?,chair,is-it-comfortable,yes,nonvisual
A14GSKVEQOSIFD,is-it-comfortable:chair,facts,0.0,Is it comfortable?,chair,is-it-comfortable,yes,nonvisual
A14GSKVEQOSIFD,is-it-comfortable:chair,imagery,0.0,Is it comfortable?,chair,is-it-comfortable,yes,nonvisual
A14GSKVEQOSIFD,is-it-comfortable:chair,truth,0.0,Is it comfortable?,chair,is-it-comfortable,yes,nonvisual
A14GSKVEQOSIFD,is-it-flat:rabbit,difficulty,-2.0,Is it flat?,rabbit,is-it-flat,no,visual
A14GSKVEQOSIFD,is-it-flat:rabbit,facts,0.0,Is it flat?,rabbit,is-it-flat,no,visual
A14GSKVEQOSIFD,is-it-flat:rabbit,imagery,0.0,Is it flat?,rabbit,is-it-flat,no,visual
A14GSKVEQOSIFD,is-it-flat:rabbit,truth,-2.0,Is it flat?,rabbit,is-it-flat,no,visual
A14GSKVEQOSIFD,is-it-furniture:chair,difficulty,-2.0,Is it furniture?,chair,is-it-furniture,yes,nonvisual
A14GSKVEQOSIFD,is-it-furniture:chair,facts,1.0,Is it furniture?,chair,is-it-furniture,yes,nonvisual
A14GSKVEQOSIFD,is-it-furniture:chair,imagery,0.0,Is it furniture?,chair,is-it-furniture,yes,nonvisual
A14GSKVEQOSIFD,is-it-furniture:chair,truth,2.0,Is it furniture?,chair,is-it-furniture,yes,nonvisual
A14GSKVEQOSIFD,is-it-green:grasshopper,difficulty,-1.0,Is it green?,grasshopper,is-it-green,yes,visual
A14GSKVEQOSIFD,is-it-green:grasshopper,facts,0.0,Is it green?,grasshopper,is-it-green,yes,visual
A14GSKVEQOSIFD,is-it-green:grasshopper,imagery,1.0,Is it green?,grasshopper,is-it-green,yes,visual
A14GSKVEQOSIFD,is-it-green:grasshopper,truth,1.0,Is it green?,grasshopper,is-it-green,yes,visual
