proposition_id,difficulty_count,difficulty_mean,facts_count,facts_mean,imagery_count,imagery_mean,senses_count,senses_mean,truth_count,truth_mean,difficulty_z,facts_z,imagery_z,truth_z,senses_z,question,cue,question_slug,correct_response,feat_type,prop_visual
is-it-eaten-in-pies:dog,10.0,-1.3,7.0,0.571428571429,7.0,0.857142857143,3.0,3.0,10.0,-1.7,0.239709061804,-0.689980774794,-0.897695384809,-1.10273689718,0.97193496466,Is it eaten in pies?,dog,is-it-eaten-in-pies,no,nonvisual,0.642857142857
is-it-pink:dog,16.0,-1.375,9.0,0.444444444444,9.0,1.33333333333,7.0,1.85714285714,16.0,-1.4375,0.0462744696468,-0.884443841901,-0.148647014468,-0.928195203423,-0.370585875207,Is it pink?,dog,is-it-pink,no,visual,0.642857142857
is-it-prickly:dog,8.0,-1.75,6.0,0.833333333333,6.0,2.0,2.0,2.5,8.0,-1.625,-0.92089849114,-0.288900698885,0.900020704009,-1.05286784182,0.384582097218,Is it prickly?,dog,is-it-prickly,no,nonvisual,0.642857142857
is-it-used-for-protection:dog,11.0,-1.18181818182,6.0,0.666666666667,6.0,1.16666666667,5.0,2.4,11.0,0.454545454545,0.54451508581,-0.544133474463,-0.410813944087,0.329865056766,0.26711152373,Is it used for protection?,dog,is-it-used-for-protection,yes,nonvisual,0.642857142857
does-it-bark:toad,10.0,-1.7,5.0,1.2,5.0,1.0,5.0,2.0,10.0,-1.8,-0.791942096368,0.272611407388,-0.672980873707,-1.16922897099,-0.202770770223,Does it bark?,toad,does-it-bark,no,nonvisual,0.631578947368
does-it-eat-insects:toad,5.0,-1.4,4.0,2.0,4.0,1.5,1.0,2.0,5.0,1.6,-0.018203727739,1.49772873017,0.113519915151,1.09150153861,-0.202770770223,Does it eat insects?,toad,does-it-eat-insects,yes,nonvisual,0.631578947368
does-it-eat:toad,8.0,-1.625,6.0,1.0,6.0,1.0,2.0,2.0,8.0,2.0,-0.598507504211,-0.033667923306,-0.672980873707,1.35746983386,-0.202770770223,Does it eat?,toad,does-it-eat,yes,nonvisual,0.631578947368
does-it-have-a-long-tongue:toad,10.0,-1.1,5.0,0.8,5.0,2.0,5.0,1.6,10.0,1.0,0.75553464089,-0.339947254,0.900020704009,0.692549095739,-0.672653064177,Does it have a long tongue?,toad,does-it-have-a-long-tongue,yes,visual,0.631578947368
does-it-have-a-peel:toad,13.0,-1.46153846154,5.0,1.4,5.0,1.4,8.0,1.5,13.0,-1.92307692308,-0.176919290535,0.578890738083,-0.0437802426203,-1.25106536953,-0.790123637665,Does it have a peel?,toad,does-it-have-a-peel,no,visual,0.631578947368
does-it-have-a-tail:toad,9.0,-1.33333333333,6.0,1.16666666667,6.0,1.0,3.0,2.66666666667,9.0,-1.66666666667,0.153738131956,0.221564852273,-0.672980873707,-1.08057287257,0.580366386366,Does it have a tail?,toad,does-it-have-a-tail,no,visual,0.631578947368
does-it-have-handle-bars:toad,10.0,-1.8,6.0,0.166666666667,6.0,0.333333333333,4.0,2.5,10.0,-1.7,-1.04985488591,-1.3098318012,-1.72164859218,-1.10273689718,0.384582097218,Does it have handle bars?,toad,does-it-have-handle-bars,no,visual,0.631578947368
does-it-have-warts:toad,12.0,-1.08333333333,5.0,1.8,5.0,2.0,7.0,2.14285714286,12.0,0.583333333333,0.798520105814,1.19144939947,0.900020704009,0.41549878819,-0.0349556652401,Does it have warts?,toad,does-it-have-warts,yes,visual,0.631578947368
does-it-have-whiskers:toad,11.0,-1.63636363636,4.0,1.5,4.0,1.0,7.0,1.42857142857,11.0,-2.0,-0.62781577575,0.73203040343,-0.672980873707,-1.30221311861,-0.874031190157,Does it have whiskers?,toad,does-it-have-whiskers,no,visual,0.631578947368
does-it-hop:toad,9.0,-1.55555555556,7.0,0.857142857143,7.0,1.42857142857,2.0,1.5,9.0,1.77777777778,-0.419401400362,-0.252438873802,0.00116265960016,1.20970966983,-0.790123637665,Does it hop?,toad,does-it-hop,yes,nonvisual,0.631578947368
does-it-run-fast:toad,10.0,-0.7,4.0,1.0,4.0,1.0,6.0,3.66666666667,10.0,-1.1,1.78718579906,-0.033667923306,-0.672980873707,-0.703784454308,1.75507212125,Does it run fast?,toad,does-it-run-fast,no,nonvisual,0.631578947368
does-it-taste-good:toad,12.0,-1.25,7.0,1.57142857143,7.0,0.857142857143,5.0,1.2,12.0,-1.16666666667,0.368665456576,0.841415878678,-0.897695384809,-0.748112503516,-1.14253535813,Does it taste good?,toad,does-it-taste-good,no,nonvisual,0.631578947368
is-it-an-amphibian:toad,8.0,-1.125,4.0,2.5,4.0,1.75,4.0,4.0,8.0,1.75,0.691056443505,2.2634270569,0.50677030958,1.19123964933,2.14664069954,Is it an amphibian?,toad,is-it-an-amphibian,yes,nonvisual,0.631578947368
is-it-furry:toad,11.0,-1.72727272727,5.0,0.4,5.0,1.2,6.0,2.16666666667,11.0,-2.0,-0.862281948062,-0.952505915389,-0.358380558163,-1.30221311861,-0.00698648107616,Is it furry?,toad,is-it-furry,no,nonvisual,0.631578947368
is-it-green:toad,9.0,-1.55555555556,2.0,1.5,2.0,1.5,7.0,1.14285714286,9.0,0.777777777778,-0.419401400362,0.73203040343,0.113519915151,0.544788931713,-1.20966140012,Is it green?,toad,is-it-green,yes,visual,0.631578947368
is-it-small:toad,6.0,-1.33333333333,4.0,0.75,4.0,2.75,2.0,2.0,6.0,1.16666666667,0.153738131956,-0.416517086674,2.0797718873,0.803369218759,-0.202770770223,Is it small?,toad,is-it-small,yes,visual,0.631578947368
does-it-chase-cats:donkey,9.0,-1.55555555556,6.0,0.5,6.0,0.5,3.0,2.33333333333,9.0,-1.88888888889,-0.419401400362,-0.799366250042,-1.45948166256,-1.2283330366,0.188797808071,Does it chase cats?,donkey,does-it-chase-cats,no,nonvisual,0.5
does-it-eat-peanuts:donkey,7.0,-0.571428571429,3.0,1.33333333333,3.0,1.33333333333,4.0,3.0,7.0,0.0,2.11878795705,0.476797627851,-0.148647014468,0.0276283576213,0.97193496466,Does it eat peanuts?,donkey,does-it-eat-peanuts,no,nonvisual,0.5
does-it-grow-on-trees:donkey,8.0,-1.875,5.0,1.0,5.0,1.6,3.0,2.33333333333,8.0,-2.0,-1.24328947807,-0.033667923306,0.270820072923,-1.30221311861,0.188797808071,Does it grow on trees?,donkey,does-it-grow-on-trees,no,nonvisual,0.5
does-it-have-a-pointed-end:donkey,12.0,-1.33333333333,5.0,0.2,5.0,1.4,7.0,1.71428571429,12.0,-1.58333333333,0.153738131956,-1.25878524608,-0.0437802426203,-1.02516281106,-0.53840098019,Does it have a pointed end?,donkey,does-it-have-a-pointed-end,no,visual,0.5
does-it-have-a-tail:donkey,7.0,-1.28571428571,3.0,2.0,3.0,2.66666666667,4.0,1.75,7.0,1.28571428571,0.276553746025,1.49772873017,1.94868842249,0.882526449487,-0.496447203944,Does it have a tail?,donkey,does-it-have-a-tail,yes,visual,0.5
does-it-have-four-legs:donkey,5.0,-2.0,4.0,0.25,4.0,2.0,1.0,5.0,5.0,2.0,-1.565680465,-1.18221541341,0.900020704009,1.35746983386,3.32134643443,Does it have four legs?,donkey,does-it-have-four-legs,yes,visual,0.5
does-it-have-hooves:donkey,11.0,-0.818181818182,7.0,1.57142857143,7.0,2.57142857143,4.0,2.0,11.0,1.18181818182,1.48237977506,0.841415878678,1.79887874842,0.813443775397,-0.202770770223,Does it have hooves?,donkey,does-it-have-hooves,yes,visual,0.5
does-it-have-legs:donkey,14.0,-1.64285714286,7.0,0.857142857143,7.0,1.0,7.0,1.28571428571,14.0,1.85714285714,-0.644563359487,-0.252438873802,-0.672980873707,1.26248115698,-1.04184629514,Does it have legs?,donkey,does-it-have-legs,yes,visual,0.5
does-it-have-stripes:donkey,9.0,-1.44444444444,4.0,0.25,4.0,0.75,5.0,2.0,9.0,-1.33333333333,-0.132831634203,-1.18221541341,-1.06623126814,-0.858932626536,-0.202770770223,Does it have stripes?,donkey,does-it-have-stripes,no,visual,0.5
does-it-lay-eggs:donkey,16.0,-1.625,6.0,0.666666666667,6.0,0.0,10.0,2.7,16.0,-1.875,-0.598507504211,-0.544133474463,-2.24598245142,-1.21909802635,0.619523244195,Does it lay eggs?,donkey,does-it-lay-eggs,no,nonvisual,0.5
does-it-make-noises:donkey,8.0,-1.375,5.0,1.0,5.0,1.4,3.0,1.33333333333,8.0,1.0,0.0462744696468,-0.033667923306,-0.0437802426203,0.692549095739,-0.985907926812,Does it make noises?,donkey,does-it-make-noises,yes,nonvisual,0.5
is-it-a-mammal:donkey,5.0,-1.4,1.0,2.0,1.0,2.0,4.0,4.0,5.0,2.0,-0.018203727739,1.49772873017,0.900020704009,1.35746983386,2.14664069954,Is it a mammal?,donkey,is-it-a-mammal,yes,nonvisual,0.5
is-it-an-animal:donkey,5.0,-1.8,3.0,2.33333333333,3.0,2.0,2.0,1.0,5.0,2.0,-1.04985488591,2.00819428132,0.900020704009,1.35746983386,-1.37747650511,Is it an animal?,donkey,is-it-an-animal,yes,nonvisual,0.5
is-it-furniture:donkey,5.0,-1.6,5.0,0.6,5.0,1.6,,,5.0,-1.6,-0.534029306825,-0.646226584695,0.270820072923,-1.03624482337,,Is it furniture?,donkey,is-it-furniture,no,nonvisual,0.5
is-it-furry:donkey,13.0,-1.07692307692,9.0,1.44444444444,9.0,2.33333333333,4.0,2.0,13.0,1.15384615385,0.815052976939,0.64695281157,1.42435456325,0.794844593911,-0.202770770223,Is it furry?,donkey,is-it-furry,yes,nonvisual,0.5
is-it-like-a-horse:donkey,9.0,-1.44444444444,5.0,1.2,5.0,2.2,4.0,3.25,9.0,1.11111111111,-0.132831634203,0.272611407388,1.21462101955,0.766429177752,1.26561139838,Is it like a horse?,donkey,is-it-like-a-horse,yes,nonvisual,0.5
is-it-round:donkey,13.0,-1.30769230769,5.0,1.2,5.0,2.2,8.0,1.5,13.0,-1.61538461538,0.219869616455,0.272611407388,1.21462101955,-1.04647437318,-0.790123637665,Is it round?,donkey,is-it-round,no,visual,0.5
is-it-small:donkey,9.0,-1.22222222222,3.0,0.666666666667,3.0,1.0,6.0,1.16666666667,9.0,-0.888888888889,0.440307898115,-0.544133474463,-0.672980873707,-0.563412298483,-1.18169221596,Is it small?,donkey,is-it-small,no,visual,0.5
does-it-drink-water:camel,9.0,-1.22222222222,6.0,0.666666666667,6.0,0.5,3.0,2.33333333333,9.0,1.88888888889,0.440307898115,-0.544133474463,-1.45948166256,1.28358975184,0.188797808071,Does it drink water?,camel,does-it-drink-water,yes,nonvisual,0.461538461538
does-it-eat:camel,9.0,-1.44444444444,8.0,1.25,8.0,1.625,1.0,5.0,9.0,1.44444444444,-0.132831634203,0.349181240062,0.310145112366,0.988069423791,3.32134643443,Does it eat?,camel,does-it-eat,yes,nonvisual,0.461538461538
does-it-have-a-cork:camel,7.0,-1.57142857143,4.0,0.75,4.0,1.75,3.0,1.33333333333,7.0,-2.0,-0.460339938384,-0.416517086674,0.50677030958,-1.30221311861,-0.985907926812,Does it have a cork?,camel,does-it-have-a-cork,no,visual,0.461538461538
does-it-have-a-hump:camel,5.0,-2.0,5.0,1.0,5.0,1.6,,,5.0,2.0,-1.565680465,-0.033667923306,0.270820072923,1.35746983386,,Does it have a hump?,camel,does-it-have-a-hump,yes,visual,0.461538461538
does-it-have-green-leaves:camel,11.0,-1.63636363636,8.0,1.25,8.0,1.0,3.0,2.0,11.0,-2.0,-0.62781577575,0.349181240062,-0.672980873707,-1.30221311861,-0.202770770223,Does it have green leaves?,camel,does-it-have-green-leaves,no,visual,0.461538461538
does-it-have-legs:camel,12.0,-1.83333333333,6.0,1.83333333333,6.0,0.666666666667,6.0,1.16666666667,12.0,2.0,-1.13582581576,1.24249595459,-1.19731473295,1.35746983386,-1.18169221596,Does it have legs?,camel,does-it-have-legs,yes,visual,0.461538461538
does-it-have-seeds:camel,12.0,-1.41666666667,6.0,1.83333333333,6.0,1.16666666667,6.0,1.66666666667,12.0,-2.0,-0.0611891926628,1.24249595459,-0.410813944087,-1.30221311861,-0.594339348518,Does it have seeds?,camel,does-it-have-seeds,no,visual,0.461538461538
does-it-have-stripes:camel,6.0,-1.33333333333,3.0,0.666666666667,3.0,1.0,3.0,2.33333333333,6.0,-1.5,0.153738131956,-0.544133474463,-0.672980873707,-0.969752749555,0.188797808071,Does it have stripes?,camel,does-it-have-stripes,no,visual,0.461538461538
does-it-have-whiskers:camel,13.0,-0.461538461538,8.0,0.875,8.0,1.75,5.0,1.6,13.0,-0.538461538462,2.4022086049,-0.22509250499,0.50677030958,-0.33040588598,-0.672653064177,Does it have whiskers?,camel,does-it-have-whiskers,no,visual,0.461538461538
does-it-live-in-a-coop:camel,9.0,-1.11111111111,5.0,1.6,5.0,1.6,4.0,2.25,9.0,-1.55555555556,0.726877664274,0.885170068777,0.270820072923,-1.00669279056,0.0909056634975,Does it live in a coop?,camel,does-it-live-in-a-coop,no,nonvisual,0.461538461538
does-it-live-in-the-desert:camel,12.0,-1.33333333333,8.0,1.375,8.0,1.375,4.0,2.25,12.0,1.33333333333,0.153738131956,0.540605821746,-0.0831052820632,0.914189341778,0.0909056634975,Does it live in the desert?,camel,does-it-live-in-the-desert,yes,nonvisual,0.461538461538
does-it-live-on-a-farm:camel,10.0,-1.2,4.0,1.75,4.0,1.5,6.0,3.0,10.0,-0.7,0.497621851347,1.1148795668,0.113519915151,-0.437816159061,0.97193496466,Does it live on a farm?,camel,does-it-live-on-a-farm,no,nonvisual,0.461538461538
does-it-spit:camel,9.0,-1.44444444444,6.0,2.5,6.0,1.83333333333,3.0,2.33333333333,9.0,1.11111111111,-0.132831634203,2.2634270569,0.63785377439,0.766429177752,0.188797808071,Does it spit?,camel,does-it-spit,yes,nonvisual,0.461538461538
is-it-a-bird:camel,5.0,-1.8,2.0,1.0,2.0,1.0,3.0,1.0,5.0,-2.0,-1.04985488591,-0.033667923306,-0.672980873707,-1.30221311861,-1.37747650511,Is it a bird?,camel,is-it-a-bird,no,nonvisual,0.461538461538
is-it-a-mammal:camel,8.0,-1.5,6.0,2.0,6.0,0.5,2.0,2.5,8.0,1.75,-0.276116517282,1.49772873017,-1.45948166256,1.19123964933,0.384582097218,Is it a mammal?,camel,is-it-a-mammal,yes,nonvisual,0.461538461538
is-it-beige:camel,15.0,-0.8,5.0,0.6,5.0,1.8,10.0,1.9,15.0,0.6,1.52927300952,-0.646226584695,0.585420388466,0.426580800492,-0.320241343712,Is it beige?,camel,is-it-beige,yes,visual,0.461538461538
is-it-brown:camel,8.0,-1.125,4.0,1.5,4.0,1.5,4.0,2.5,8.0,0.875,0.691056443505,0.73203040343,0.113519915151,0.609434003474,0.384582097218,Is it brown?,camel,is-it-brown,yes,visual,0.461538461538
is-it-graceful:camel,11.0,-0.636363636364,5.0,1.0,5.0,2.0,6.0,2.33333333333,11.0,-0.636363636364,1.95131211968,-0.033667923306,0.900020704009,-0.395503021181,0.188797808071,Is it graceful?,camel,is-it-graceful,no,nonvisual,0.461538461538
is-it-large:camel,8.0,-1.875,4.0,0.5,4.0,1.75,4.0,1.25,8.0,1.25,-1.24328947807,-0.799366250042,0.50677030958,0.858779280268,-1.08380007139,Is it large?,camel,is-it-large,yes,visual,0.461538461538
is-it-used-by-riding:camel,12.0,-1.5,7.0,0.857142857143,7.0,0.857142857143,5.0,2.0,12.0,1.66666666667,-0.276116517282,-0.252438873802,-0.897695384809,1.13582958782,-0.202770770223,Is it used by riding?,camel,is-it-used-by-riding,yes,nonvisual,0.461538461538
does-it-eat-carrots:rabbit,13.0,-1.30769230769,7.0,2.14285714286,7.0,1.85714285714,6.0,2.66666666667,13.0,1.53846153846,0.219869616455,1.71649968066,0.675306192907,1.05058333934,0.580366386366,Does it eat carrots?,rabbit,does-it-eat-carrots,yes,nonvisual,0.666666666667
does-it-have-a-seat:rabbit,7.0,-1.71428571429,5.0,0.0,5.0,0.2,2.0,1.5,7.0,-1.57142857143,-0.828786780589,-1.56506457678,-1.93138213588,-1.01724708799,-0.790123637665,Does it have a seat?,rabbit,does-it-have-a-seat,no,visual,0.666666666667
does-it-have-a-tail:rabbit,10.0,-1.6,8.0,0.875,8.0,1.625,2.0,1.5,10.0,1.6,-0.534029306825,-0.22509250499,0.310145112366,1.09150153861,-0.790123637665,Does it have a tail?,rabbit,does-it-have-a-tail,yes,visual,0.666666666667
does-it-have-ears:rabbit,8.0,-1.75,4.0,0.5,4.0,2.0,4.0,1.25,8.0,2.0,-0.92089849114,-0.799366250042,0.900020704009,1.35746983386,-1.08380007139,Does it have ears?,rabbit,does-it-have-ears,yes,visual,0.666666666667
does-it-have-feet:rabbit,11.0,-1.63636363636,6.0,0.5,6.0,1.66666666667,5.0,2.8,11.0,2.0,-0.62781577575,-0.799366250042,0.375686844771,1.35746983386,0.736993817683,Does it have feet?,rabbit,does-it-have-feet,yes,visual,0.666666666667
does-it-have-spots:rabbit,12.0,-1.5,4.0,1.25,4.0,2.0,8.0,2.375,12.0,-0.416666666667,-0.276116517282,0.349181240062,0.900020704009,-0.249421949928,0.237743880358,Does it have spots?,rabbit,does-it-have-spots,no,visual,0.666666666667
does-it-have-whiskers:rabbit,13.0,-1.23076923077,6.0,0.166666666667,6.0,2.33333333333,7.0,1.85714285714,13.0,1.07692307692,0.418264069949,-1.3098318012,1.42435456325,0.743696844825,-0.370585875207,Does it have whiskers?,rabbit,does-it-have-whiskers,yes,visual,0.666666666667
does-it-hop:rabbit,11.0,-1.90909090909,5.0,1.0,5.0,2.0,6.0,1.66666666667,11.0,1.81818181818,-1.33121429269,-0.033667923306,0.900020704009,1.2365751542,-0.594339348518,Does it hop?,rabbit,does-it-hop,yes,nonvisual,0.666666666667
does-it-live-in-zoos:rabbit,11.0,-0.636363636364,9.0,1.22222222222,9.0,1.22222222222,2.0,2.0,11.0,-0.454545454545,1.95131211968,0.306642444132,-0.323424967547,-0.274608341523,-0.202770770223,Does it live in zoos?,rabbit,does-it-live-in-zoos,no,nonvisual,0.666666666667
does-it-make-noises:rabbit,11.0,-0.909090909091,6.0,1.83333333333,6.0,1.0,5.0,1.4,11.0,0.818181818182,1.24791360275,1.24249595459,-0.672980873707,0.571654416081,-0.907594211153,Does it make noises?,rabbit,does-it-make-noises,yes,nonvisual,0.666666666667
does-it-roar:rabbit,8.0,-1.375,6.0,0.833333333333,6.0,1.16666666667,2.0,2.0,8.0,-1.625,0.0462744696468,-0.288900698885,-0.410813944087,-1.05286784182,-0.202770770223,Does it roar?,rabbit,does-it-roar,no,nonvisual,0.666666666667
is-it-a-fruit:rabbit,10.0,-1.8,5.0,1.0,5.0,0.4,5.0,3.2,10.0,-2.0,-1.04985488591,-0.033667923306,-1.61678182034,-1.30221311861,1.20687611164,Is it a fruit?,rabbit,is-it-a-fruit,no,nonvisual,0.666666666667
is-it-a-pet:rabbit,6.0,-1.83333333333,5.0,0.2,5.0,1.2,1.0,3.0,6.0,0.5,-1.13582581576,-1.25878524608,-0.358380558163,0.36008872668,0.97193496466,Is it a pet?,rabbit,is-it-a-pet,yes,nonvisual,0.666666666667
is-it-edible:rabbit,8.0,-1.25,5.0,0.8,5.0,0.2,3.0,2.66666666667,8.0,1.625,0.368665456576,-0.339947254,-1.93138213588,1.10812455706,0.580366386366,Is it edible?,rabbit,is-it-edible,yes,nonvisual,0.666666666667
is-it-flat:rabbit,14.0,-1.5,6.0,0.5,6.0,0.666666666667,8.0,1.75,14.0,-1.71428571429,-0.276116517282,-0.799366250042,-1.19731473295,-1.11223576487,-0.496447203944,Is it flat?,rabbit,is-it-flat,no,visual,0.666666666667
is-it-hunted-by-people:rabbit,10.0,-0.8,4.0,1.0,4.0,1.5,6.0,3.33333333333,10.0,0.8,1.52927300952,-0.033667923306,0.113519915151,0.559564948115,1.36350354295,Is it hunted by people?,rabbit,is-it-hunted-by-people,yes,nonvisual,0.666666666667
is-it-made-of-metal:rabbit,13.0,-1.53846153846,4.0,0.75,4.0,1.25,9.0,1.44444444444,13.0,-1.61538461538,-0.375313744029,-0.416517086674,-0.279730479278,-1.04647437318,-0.855385067381,Is it made of metal?,rabbit,is-it-made-of-metal,no,visual,0.666666666667
is-it-used-for-making-jam:rabbit,10.0,-1.8,4.0,1.0,4.0,0.5,6.0,3.33333333333,10.0,-1.9,-1.04985488591,-0.033667923306,-1.45948166256,-1.2357210448,1.36350354295,Is it used for making jam?,rabbit,is-it-used-for-making-jam,no,nonvisual,0.666666666667
does-it-eat-cheese:lion,11.0,-1.0,5.0,1.0,5.0,1.0,6.0,1.83333333333,11.0,-0.727272727273,1.01344743043,-0.033667923306,-0.672980873707,-0.45595036101,-0.398555059371,Does it eat cheese?,lion,does-it-eat-cheese,no,nonvisual,0.461538461538
does-it-have-a-long-neck:lion,10.0,-1.2,6.0,1.33333333333,6.0,2.16666666667,4.0,1.0,10.0,-1.6,0.497621851347,0.476797627851,1.16218763363,-1.03624482337,-1.37747650511,Does it have a long neck?,lion,does-it-have-a-long-neck,no,visual,0.461538461538
does-it-have-a-mane:lion,7.0,-1.57142857143,5.0,1.6,5.0,0.8,2.0,2.5,7.0,0.857142857143,-0.460339938384,0.885170068777,-0.98758118925,0.597560418865,0.384582097218,Does it have a mane?,lion,does-it-have-a-mane,yes,visual,0.461538461538
does-it-have-a-tail:lion,8.0,-2.0,4.0,1.0,4.0,1.5,4.0,1.0,8.0,2.0,-1.565680465,-0.033667923306,0.113519915151,1.35746983386,-1.37747650511,Does it have a tail?,lion,does-it-have-a-tail,yes,visual,0.461538461538
does-it-have-fur:lion,14.0,-1.57142857143,7.0,0.571428571429,7.0,1.28571428571,7.0,1.71428571429,14.0,1.78571428571,-0.460339938384,-0.689980774794,-0.223551851502,1.21498681855,-0.53840098019,Does it have fur?,lion,does-it-have-fur,yes,visual,0.461538461538
does-it-have-long-legs:lion,6.0,-1.16666666667,4.0,1.0,4.0,1.75,2.0,3.0,6.0,-0.5,0.583592781195,-0.033667923306,0.50677030958,-0.304832011437,0.97193496466,Does it have long legs?,lion,does-it-have-long-legs,no,visual,0.461538461538
does-it-have-teeth:lion,10.0,-1.9,8.0,1.125,8.0,1.125,2.0,1.0,10.0,1.9,-1.30776767545,0.157756658378,-0.476355676492,1.29097776004,-1.37747650511,Does it have teeth?,lion,does-it-have-teeth,yes,visual,0.461538461538
does-it-have-wings:lion,13.0,-1.76923076923,3.0,0.0,3.0,1.33333333333,10.0,2.6,13.0,-1.92307692308,-0.970497104513,-1.56506457678,-0.148647014468,-1.25106536953,0.502052670707,Does it have wings?,lion,does-it-have-wings,no,visual,0.461538461538
does-it-lay-eggs:lion,6.0,-1.83333333333,4.0,1.0,4.0,0.5,2.0,3.0,6.0,-2.0,-1.13582581576,-0.033667923306,-1.45948166256,-1.30221311861,0.97193496466,Does it lay eggs?,lion,does-it-lay-eggs,no,nonvisual,0.461538461538
does-it-live-in-jungles:lion,10.0,-0.9,5.0,2.0,5.0,2.0,5.0,2.8,10.0,-0.1,1.27136021998,1.49772873017,0.900020704009,-0.0388637161904,0.736993817683,Does it live in jungles?,lion,does-it-live-in-jungles,yes,nonvisual,0.461538461538
does-it-roar:lion,5.0,-1.8,4.0,2.0,4.0,2.0,1.0,4.0,5.0,2.0,-1.04985488591,1.49772873017,0.900020704009,1.35746983386,2.14664069954,Does it roar?,lion,does-it-roar,yes,nonvisual,0.461538461538
