subj_id,proposition_id,measure,value,question,cue,question_slug,correct_response,feat_type
R_008XYlIsTwpmJ3D,does-it-have-scales:elephant,imagery,1.0,Does it have scales?,elephant,does-it-have-scales,no,visual
R_008XYlIsTwpmJ3D,does-it-have-scales:elephant,truth,-2.0,Does it have scales?,elephant,does-it-have-scales,no,visual
R_008XYlIsTwpmJ3D,does-it-live-in-africa:bike,difficulty,-2.0,Does it live in Africa?,bike,does-it-live-in-africa,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-live-in-africa:bike,facts,0.0,Does it live in Africa?,bike,does-it-live-in-africa,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-live-in-africa:bike,imagery,0.0,Does it live in Africa?,bike,does-it-live-in-africa,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-live-in-africa:bike,truth,-1.0,Does it live in Africa?,bike,does-it-live-in-africa,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-live-in-zoos:mouse,difficulty,-2.0,Does it live in zoos?,mouse,does-it-live-in-zoos,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-live-in-zoos:mouse,facts,1.0,Does it live in zoos?,mouse,does-it-live-in-zoos,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-live-in-zoos:mouse,imagery,2.0,Does it live in zoos?,mouse,does-it-live-in-zoos,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-live-in-zoos:mouse,truth,-2.0,Does it live in zoos?,mouse,does-it-live-in-zoos,no,nonvisual
R_008XYlIsTwpmJ3D,does-it-run-fast:zebra,difficulty,-2.0,Does it run fast?,zebra,does-it-run-fast,yes,nonvisual
R_008XYlIsTwpmJ3D,does-it-run-fast:zebra,facts,2.0,Does it run fast?,zebra,does-it-run-fast,yes,nonvisual
R_008XYlIsTwpmJ3D,does-it-run-fast:zebra,imagery,2.0,Does it run fast?,zebra,does-it-run-fast,yes,nonvisual
R_008XYlIsTwpmJ3D,does-it-run-fast:zebra,truth,2.0,Does it run fast?,zebra,does-it-run-fast,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-mammal:deer,difficulty,-2.0,Is it a mammal?,deer,is-it-a-mammal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-mammal:deer,facts,0.0,Is it a mammal?,deer,is-it-a-mammal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-mammal:deer,imagery,0.0,Is it a mammal?,deer,is-it-a-mammal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-mammal:deer,truth,2.0,Is it a mammal?,deer,is-it-a-mammal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-pet:dog,difficulty,-2.0,Is it a pet?,dog,is-it-a-pet,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-pet:dog,facts,0.0,Is it a pet?,dog,is-it-a-pet,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-pet:dog,imagery,1.0,Is it a pet?,dog,is-it-a-pet,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-a-pet:dog,truth,2.0,Is it a pet?,dog,is-it-a-pet,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:carrot,difficulty,-2.0,Is it an animal?,carrot,is-it-an-animal,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:carrot,facts,0.0,Is it an animal?,carrot,is-it-an-animal,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:carrot,imagery,0.0,Is it an animal?,carrot,is-it-an-animal,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:carrot,truth,-2.0,Is it an animal?,carrot,is-it-an-animal,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:dog,difficulty,-2.0,Is it an animal?,dog,is-it-an-animal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:dog,facts,0.0,Is it an animal?,dog,is-it-an-animal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:dog,imagery,1.0,Is it an animal?,dog,is-it-an-animal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-an-animal:dog,truth,2.0,Is it an animal?,dog,is-it-an-animal,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-comfortable:chicken,difficulty,-2.0,Is it comfortable?,chicken,is-it-comfortable,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-comfortable:chicken,facts,0.0,Is it comfortable?,chicken,is-it-comfortable,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-comfortable:chicken,imagery,0.0,Is it comfortable?,chicken,is-it-comfortable,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-comfortable:chicken,truth,-1.0,Is it comfortable?,chicken,is-it-comfortable,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-fast:banana,difficulty,-2.0,Is it fast?,banana,is-it-fast,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-fast:banana,facts,0.0,Is it fast?,banana,is-it-fast,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-fast:banana,imagery,2.0,Is it fast?,banana,is-it-fast,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-fast:banana,truth,-2.0,Is it fast?,banana,is-it-fast,no,nonvisual
R_008XYlIsTwpmJ3D,is-it-furry:donkey,difficulty,-2.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-furry:donkey,facts,0.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-furry:donkey,imagery,3.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-furry:donkey,truth,1.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-made-of-wood:swan,difficulty,-2.0,Is it made of wood?,swan,is-it-made-of-wood,no,visual
R_008XYlIsTwpmJ3D,is-it-made-of-wood:swan,facts,0.0,Is it made of wood?,swan,is-it-made-of-wood,no,visual
R_008XYlIsTwpmJ3D,is-it-made-of-wood:swan,imagery,0.0,Is it made of wood?,swan,is-it-made-of-wood,no,visual
R_008XYlIsTwpmJ3D,is-it-made-of-wood:swan,truth,-2.0,Is it made of wood?,swan,is-it-made-of-wood,no,visual
R_008XYlIsTwpmJ3D,is-it-used-by-riding:camel,difficulty,-2.0,Is it used by riding?,camel,is-it-used-by-riding,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-used-by-riding:camel,facts,1.0,Is it used by riding?,camel,is-it-used-by-riding,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-used-by-riding:camel,imagery,1.0,Is it used by riding?,camel,is-it-used-by-riding,yes,nonvisual
R_008XYlIsTwpmJ3D,is-it-used-by-riding:camel,truth,2.0,Is it used by riding?,camel,is-it-used-by-riding,yes,nonvisual
R_06uxET1dGoy6RCZ,does-it-have-a-mask:dog,difficulty,-2.0,Does it have a mask?,dog,does-it-have-a-mask,no,visual
R_06uxET1dGoy6RCZ,does-it-have-a-mask:dog,facts,2.0,Does it have a mask?,dog,does-it-have-a-mask,no,visual
R_06uxET1dGoy6RCZ,does-it-have-a-mask:dog,imagery,1.0,Does it have a mask?,dog,does-it-have-a-mask,no,visual
R_06uxET1dGoy6RCZ,does-it-have-a-mask:dog,truth,-2.0,Does it have a mask?,dog,does-it-have-a-mask,no,visual
R_06uxET1dGoy6RCZ,does-it-have-ears:strawberry,difficulty,-1.0,Does it have ears?,strawberry,does-it-have-ears,no,visual
R_06uxET1dGoy6RCZ,does-it-have-ears:strawberry,facts,1.0,Does it have ears?,strawberry,does-it-have-ears,no,visual
R_06uxET1dGoy6RCZ,does-it-have-ears:strawberry,imagery,1.0,Does it have ears?,strawberry,does-it-have-ears,no,visual
R_06uxET1dGoy6RCZ,does-it-have-ears:strawberry,truth,-2.0,Does it have ears?,strawberry,does-it-have-ears,no,visual
R_06uxET1dGoy6RCZ,does-it-have-pockets:jacket,difficulty,-1.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-pockets:jacket,facts,2.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-pockets:jacket,imagery,1.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-pockets:jacket,truth,2.0,Does it have pockets?,jacket,does-it-have-pockets,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-seeds:strawberry,difficulty,0.0,Does it have seeds?,strawberry,does-it-have-seeds,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-seeds:strawberry,facts,3.0,Does it have seeds?,strawberry,does-it-have-seeds,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-seeds:strawberry,imagery,4.0,Does it have seeds?,strawberry,does-it-have-seeds,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-seeds:strawberry,truth,2.0,Does it have seeds?,strawberry,does-it-have-seeds,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-warts:giraffe,difficulty,1.0,Does it have warts?,giraffe,does-it-have-warts,no,visual
R_06uxET1dGoy6RCZ,does-it-have-warts:giraffe,facts,4.0,Does it have warts?,giraffe,does-it-have-warts,no,visual
R_06uxET1dGoy6RCZ,does-it-have-warts:giraffe,imagery,2.0,Does it have warts?,giraffe,does-it-have-warts,no,visual
R_06uxET1dGoy6RCZ,does-it-have-warts:giraffe,truth,-1.0,Does it have warts?,giraffe,does-it-have-warts,no,visual
R_06uxET1dGoy6RCZ,does-it-have-whiskers:tiger,difficulty,0.0,Does it have whiskers?,tiger,does-it-have-whiskers,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-whiskers:tiger,facts,2.0,Does it have whiskers?,tiger,does-it-have-whiskers,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-whiskers:tiger,imagery,3.0,Does it have whiskers?,tiger,does-it-have-whiskers,yes,visual
R_06uxET1dGoy6RCZ,does-it-have-whiskers:tiger,truth,1.0,Does it have whiskers?,tiger,does-it-have-whiskers,yes,visual
R_06uxET1dGoy6RCZ,does-it-live-in-africa:zebra,difficulty,-1.0,Does it live in Africa?,zebra,does-it-live-in-africa,yes,nonvisual
R_06uxET1dGoy6RCZ,does-it-live-in-africa:zebra,facts,3.0,Does it live in Africa?,zebra,does-it-live-in-africa,yes,nonvisual
R_06uxET1dGoy6RCZ,does-it-live-in-africa:zebra,imagery,3.0,Does it live in Africa?,zebra,does-it-live-in-africa,yes,nonvisual
R_06uxET1dGoy6RCZ,does-it-live-in-africa:zebra,truth,2.0,Does it live in Africa?,zebra,does-it-live-in-africa,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-fruit:chair,difficulty,-2.0,Is it a fruit?,chair,is-it-a-fruit,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-fruit:chair,facts,1.0,Is it a fruit?,chair,is-it-a-fruit,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-fruit:chair,imagery,1.0,Is it a fruit?,chair,is-it-a-fruit,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-fruit:chair,truth,-2.0,Is it a fruit?,chair,is-it-a-fruit,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-pet:alligator,difficulty,-1.0,Is it a pet?,alligator,is-it-a-pet,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-pet:alligator,facts,2.0,Is it a pet?,alligator,is-it-a-pet,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-pet:alligator,imagery,2.0,Is it a pet?,alligator,is-it-a-pet,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-a-pet:alligator,truth,-1.0,Is it a pet?,alligator,is-it-a-pet,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:bottle,difficulty,-1.0,Is it an animal?,bottle,is-it-an-animal,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:bottle,facts,2.0,Is it an animal?,bottle,is-it-an-animal,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:bottle,imagery,2.0,Is it an animal?,bottle,is-it-an-animal,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:bottle,truth,1.0,Is it an animal?,bottle,is-it-an-animal,no,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:zebra,difficulty,-2.0,Is it an animal?,zebra,is-it-an-animal,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:zebra,facts,3.0,Is it an animal?,zebra,is-it-an-animal,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:zebra,imagery,1.0,Is it an animal?,zebra,is-it-an-animal,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-an-animal:zebra,truth,2.0,Is it an animal?,zebra,is-it-an-animal,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-brown:carrot,difficulty,-1.0,Is it brown?,carrot,is-it-brown,no,visual
R_06uxET1dGoy6RCZ,is-it-brown:carrot,facts,3.0,Is it brown?,carrot,is-it-brown,no,visual
R_06uxET1dGoy6RCZ,is-it-brown:carrot,imagery,2.0,Is it brown?,carrot,is-it-brown,no,visual
R_06uxET1dGoy6RCZ,is-it-brown:carrot,truth,-1.0,Is it brown?,carrot,is-it-brown,no,visual
R_06uxET1dGoy6RCZ,is-it-found-in-dining-rooms:table,difficulty,-1.0,Is it found in dining rooms?,table,is-it-found-in-dining-rooms,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-found-in-dining-rooms:table,facts,1.0,Is it found in dining rooms?,table,is-it-found-in-dining-rooms,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-found-in-dining-rooms:table,imagery,2.0,Is it found in dining rooms?,table,is-it-found-in-dining-rooms,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-found-in-dining-rooms:table,truth,1.0,Is it found in dining rooms?,table,is-it-found-in-dining-rooms,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-furry:donkey,difficulty,-2.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-furry:donkey,facts,2.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-furry:donkey,imagery,2.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-furry:donkey,truth,2.0,Is it furry?,donkey,is-it-furry,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-hunted-by-people:rabbit,difficulty,-1.0,Is it hunted by people?,rabbit,is-it-hunted-by-people,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-hunted-by-people:rabbit,facts,2.0,Is it hunted by people?,rabbit,is-it-hunted-by-people,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-hunted-by-people:rabbit,imagery,3.0,Is it hunted by people?,rabbit,is-it-hunted-by-people,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-hunted-by-people:rabbit,truth,1.0,Is it hunted by people?,rabbit,is-it-hunted-by-people,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-made-of-plastic:bike,difficulty,1.0,Is it made of plastic?,bike,is-it-made-of-plastic,no,visual
R_06uxET1dGoy6RCZ,is-it-made-of-plastic:bike,facts,3.0,Is it made of plastic?,bike,is-it-made-of-plastic,no,visual
R_06uxET1dGoy6RCZ,is-it-made-of-plastic:bike,imagery,2.0,Is it made of plastic?,bike,is-it-made-of-plastic,no,visual
R_06uxET1dGoy6RCZ,is-it-made-of-plastic:bike,truth,-1.0,Is it made of plastic?,bike,is-it-made-of-plastic,no,visual
R_06uxET1dGoy6RCZ,is-it-made-of-wood:elephant,difficulty,-1.0,Is it made of wood?,elephant,is-it-made-of-wood,no,visual
R_06uxET1dGoy6RCZ,is-it-made-of-wood:elephant,facts,2.0,Is it made of wood?,elephant,is-it-made-of-wood,no,visual
R_06uxET1dGoy6RCZ,is-it-made-of-wood:elephant,imagery,2.0,Is it made of wood?,elephant,is-it-made-of-wood,no,visual
R_06uxET1dGoy6RCZ,is-it-made-of-wood:elephant,truth,-2.0,Is it made of wood?,elephant,is-it-made-of-wood,no,visual
R_06uxET1dGoy6RCZ,is-it-red:apple,difficulty,-2.0,Is it red?,apple,is-it-red,yes,visual
R_06uxET1dGoy6RCZ,is-it-red:apple,facts,1.0,Is it red?,apple,is-it-red,yes,visual
R_06uxET1dGoy6RCZ,is-it-red:apple,imagery,2.0,Is it red?,apple,is-it-red,yes,visual
R_06uxET1dGoy6RCZ,is-it-red:apple,truth,1.0,Is it red?,apple,is-it-red,yes,visual
R_06uxET1dGoy6RCZ,is-it-used-for-sitting-on:chair,difficulty,-2.0,Is it used for sitting on?,chair,is-it-used-for-sitting-on,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-used-for-sitting-on:chair,facts,2.0,Is it used for sitting on?,chair,is-it-used-for-sitting-on,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-used-for-sitting-on:chair,imagery,1.0,Is it used for sitting on?,chair,is-it-used-for-sitting-on,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-used-for-sitting-on:chair,truth,2.0,Is it used for sitting on?,chair,is-it-used-for-sitting-on,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-used-for-transportation:train,difficulty,-1.0,Is it used for transportation?,train,is-it-used-for-transportation,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-used-for-transportation:train,facts,2.0,Is it used for transportation?,train,is-it-used-for-transportation,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-used-for-transportation:train,imagery,3.0,Is it used for transportation?,train,is-it-used-for-transportation,yes,nonvisual
R_06uxET1dGoy6RCZ,is-it-used-for-transportation:train,truth,2.0,Is it used for transportation?,train,is-it-used-for-transportation,yes,nonvisual
R_080dsBwUNhIGZ6Z,does-it-have-a-hump:camel,difficulty,-2.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-a-hump:camel,facts,0.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-a-hump:camel,imagery,3.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-a-hump:camel,truth,2.0,Does it have a hump?,camel,does-it-have-a-hump,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-a-lid:deer,difficulty,-2.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-a-lid:deer,facts,0.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-a-lid:deer,imagery,2.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-a-lid:deer,truth,-2.0,Does it have a lid?,deer,does-it-have-a-lid,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-antennae:grasshopper,difficulty,-1.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-antennae:grasshopper,facts,0.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-antennae:grasshopper,imagery,3.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-antennae:grasshopper,truth,2.0,Does it have antennae?,grasshopper,does-it-have-antennae,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-antlers:dog,difficulty,-2.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-antlers:dog,facts,0.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-antlers:dog,imagery,3.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-antlers:dog,truth,-2.0,Does it have antlers?,dog,does-it-have-antlers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-eyes:raccoon,difficulty,-2.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-eyes:raccoon,facts,0.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-eyes:raccoon,imagery,2.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-eyes:raccoon,truth,2.0,Does it have eyes?,raccoon,does-it-have-eyes,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-feathers:banana,difficulty,-2.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-feathers:banana,facts,0.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-feathers:banana,imagery,2.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-feathers:banana,truth,-2.0,Does it have feathers?,banana,does-it-have-feathers,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-feet:bike,difficulty,-2.0,Does it have feet?,bike,does-it-have-feet,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-feet:bike,facts,0.0,Does it have feet?,bike,does-it-have-feet,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-feet:bike,imagery,0.0,Does it have feet?,bike,does-it-have-feet,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-feet:bike,truth,-2.0,Does it have feet?,bike,does-it-have-feet,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-four-legs:dog,difficulty,-2.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-four-legs:dog,facts,0.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-four-legs:dog,imagery,2.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-four-legs:dog,truth,2.0,Does it have four legs?,dog,does-it-have-four-legs,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-hair:jacket,difficulty,-1.0,Does it have hair?,jacket,does-it-have-hair,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-hair:jacket,facts,1.0,Does it have hair?,jacket,does-it-have-hair,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-hair:jacket,imagery,2.0,Does it have hair?,jacket,does-it-have-hair,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-hair:jacket,truth,0.0,Does it have hair?,jacket,does-it-have-hair,no,visual
R_080dsBwUNhIGZ6Z,does-it-have-large-teeth:tiger,difficulty,-1.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-large-teeth:tiger,facts,1.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-large-teeth:tiger,imagery,2.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-large-teeth:tiger,truth,1.0,Does it have large teeth?,tiger,does-it-have-large-teeth,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-legs:grasshopper,difficulty,-1.0,Does it have legs?,grasshopper,does-it-have-legs,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-legs:grasshopper,facts,0.0,Does it have legs?,grasshopper,does-it-have-legs,yes,visual
R_080dsBwUNhIGZ6Z,does-it-have-legs:grasshopper,imagery,2.0,Does it have legs?,grasshopper,does-it-have-legs,yes,visual
